MEMID,ED5A
003009001,LOWER SECONDARY
003009002,PRIMARY
003009003,PRIMARY
003009004,UPPER SECONDARY
003009005,PRIMARY
003009006,ECE
003009007,LOWER SECONDARY
003009008,LOWER SECONDARY
003009009,UPPER SECONDARY
003010001,TERTIARY EDUCATION
003010002,PRIMARY
003010003,TERTIARY EDUCATION
003010004,PRIMARY
003010005,
003010006,UPPER SECONDARY
003011001,UPPER SECONDARY
003012001,PRIMARY
003012002,PRIMARY
003012003,LOWER SECONDARY
003012004,LOWER SECONDARY
003012005,
003012006,POST SECONDARY NON TERTIARY
003012007,TERTIARY EDUCATION
003013001,LOWER SECONDARY
003013002,POST SECONDARY NON TERTIARY
003013003,LOWER SECONDARY
003013004,LOWER SECONDARY
003013005,LOWER SECONDARY
003013006,
003013007,
003014001,PRIMARY
003014002,POST SECONDARY NON TERTIARY
003014003,ECE
003016001,DK
003016002,
003016003,POST SECONDARY NON TERTIARY
003016004,POST SECONDARY NON TERTIARY
003018001,LOWER SECONDARY
003018002,
003018003,POST SECONDARY NON TERTIARY
003018004,TERTIARY EDUCATION
003018005,TERTIARY EDUCATION
003018006,TERTIARY EDUCATION
003018007,PRIMARY
003019001,PRIMARY
003019002,TERTIARY EDUCATION
003019003,LOWER SECONDARY
003020001,TERTIARY EDUCATION
003020002,UPPER SECONDARY
003020003,PRIMARY
004001001,UPPER SECONDARY
004001002,TERTIARY EDUCATION
004001003,LOWER SECONDARY
004002001,UPPER SECONDARY
004003001,TERTIARY EDUCATION
004003002,TERTIARY EDUCATION
004003003,TERTIARY EDUCATION
004003004,TERTIARY EDUCATION
004003005,LOWER SECONDARY
004003006,
004004001,LOWER SECONDARY
004004002,LOWER SECONDARY
004004003,UPPER SECONDARY
004004004,UPPER SECONDARY
004004005,TERTIARY EDUCATION
004004006,LOWER SECONDARY
004005001,TERTIARY EDUCATION
004005002,LOWER SECONDARY
004005003,UPPER SECONDARY
004005004,TERTIARY EDUCATION
004005005,LOWER SECONDARY
004005006,ECE
004006001,UPPER SECONDARY
004006002,LOWER SECONDARY
004006003,LOWER SECONDARY
004006004,LOWER SECONDARY
004007001,TERTIARY EDUCATION
004007002,TERTIARY EDUCATION
004007003,
004007004,UPPER SECONDARY
004007005,
004009001,PRIMARY
004009002,TERTIARY EDUCATION
004009003,TERTIARY EDUCATION
004009004,PRIMARY
004009005,ECE
004011001,UPPER SECONDARY
004011002,LOWER SECONDARY
004011003,UPPER SECONDARY
004011004,LOWER SECONDARY
004012001,POST SECONDARY NON TERTIARY
004012002,LOWER SECONDARY
004012003,ECE
004013001,TERTIARY EDUCATION
004013002,LOWER SECONDARY
004013003,TERTIARY EDUCATION
004014001,LOWER SECONDARY
004014002,
004014003,UPPER SECONDARY
004014004,LOWER SECONDARY
004014005,LOWER SECONDARY
004014006,UPPER SECONDARY
004015001,PRIMARY
004015002,PRIMARY
004015003,POST SECONDARY NON TERTIARY
004015004,LOWER SECONDARY
004015005,PRIMARY
004015006,PRIMARY
004015007,ECE
004015008,ECE
004015009,POST SECONDARY NON TERTIARY
004016001,POST SECONDARY NON TERTIARY
004016002,PRIMARY
004016003,UPPER SECONDARY
004016004,UPPER SECONDARY
004016005,UPPER SECONDARY
004017001,PRIMARY
004017002,UPPER SECONDARY
004017003,UPPER SECONDARY
004018001,LOWER SECONDARY
004018002,UPPER SECONDARY
004018003,ECE
004018004,
004019001,TERTIARY EDUCATION
004019002,LOWER SECONDARY
004019003,UPPER SECONDARY
004019004,LOWER SECONDARY
004019005,
004020001,PRIMARY
004020002,TERTIARY EDUCATION
004020003,TERTIARY EDUCATION
004020004,UPPER SECONDARY
004020005,UPPER SECONDARY
005001001,UPPER SECONDARY
005001002,LOWER SECONDARY
005001003,LOWER SECONDARY
005002001,PRIMARY
005002002,
005002003,UPPER SECONDARY
005002004,LOWER SECONDARY
005003001,TERTIARY EDUCATION
005003002,PRIMARY
005003003,PRIMARY
005003004,UPPER SECONDARY
005003005,TERTIARY EDUCATION
005003006,TERTIARY EDUCATION
005004001,POST SECONDARY NON TERTIARY
005004002,TERTIARY EDUCATION
005004003,PRIMARY
005004004,PRIMARY
005004005,ECE
005004006,PRIMARY
005006001,LOWER SECONDARY
005006002,TERTIARY EDUCATION
005006003,TERTIARY EDUCATION
005006004,TERTIARY EDUCATION
005008001,TERTIARY EDUCATION
005009001,TERTIARY EDUCATION
005009002,LOWER SECONDARY
005009003,LOWER SECONDARY
005009004,UPPER SECONDARY
005009005,LOWER SECONDARY
005009006,POST SECONDARY NON TERTIARY
005010001,PRIMARY
005010002,TERTIARY EDUCATION
005010003,TERTIARY EDUCATION
005010004,TERTIARY EDUCATION
005010005,LOWER SECONDARY
005010006,TERTIARY EDUCATION
005011001,TERTIARY EDUCATION
005011002,POST SECONDARY NON TERTIARY
005011003,POST SECONDARY NON TERTIARY
005011004,TERTIARY EDUCATION
005012001,PRIMARY
005012002,UPPER SECONDARY
005012003,TERTIARY EDUCATION
005012004,LOWER SECONDARY
005012005,ECE
005012006,LOWER SECONDARY
005013001,POST SECONDARY NON TERTIARY
005013002,PRIMARY
005013003,UPPER SECONDARY
005013004,LOWER SECONDARY
005013005,LOWER SECONDARY
005013006,PRIMARY
005014001,TERTIARY EDUCATION
005014002,TERTIARY EDUCATION
005014003,TERTIARY EDUCATION
005015001,UPPER SECONDARY
005015002,PRIMARY
005015003,PRIMARY
005015004,
005016001,PRIMARY
005016002,LOWER SECONDARY
005016003,TERTIARY EDUCATION
005017001,TERTIARY EDUCATION
005017002,UPPER SECONDARY
005017003,TERTIARY EDUCATION
005017004,LOWER SECONDARY
005018001,TERTIARY EDUCATION
005018002,TERTIARY EDUCATION
005018003,POST SECONDARY NON TERTIARY
005018004,TERTIARY EDUCATION
005019001,TERTIARY EDUCATION
005019002,PRIMARY
005020001,PRIMARY
005020002,LOWER SECONDARY
005020003,UPPER SECONDARY
005020004,LOWER SECONDARY
005020005,PRIMARY
006001001,TERTIARY EDUCATION
006001002,UPPER SECONDARY
006001003,TERTIARY EDUCATION
006001004,TERTIARY EDUCATION
006001005,
006001006,UPPER SECONDARY
006002001,PRIMARY
006002002,PRIMARY
006002003,PRIMARY
006002004,PRIMARY
006002005,PRIMARY
006002006,UPPER SECONDARY
006002007,TERTIARY EDUCATION
006002008,LOWER SECONDARY
006002009,UPPER SECONDARY
006002010,LOWER SECONDARY
006002011,PRIMARY
006002012,PRIMARY
006002013,
006002014,
006003001,
006003002,UPPER SECONDARY
006003003,TERTIARY EDUCATION
006003004,UPPER SECONDARY
006003005,UPPER SECONDARY
006004001,TERTIARY EDUCATION
006004002,TERTIARY EDUCATION
006004003,UPPER SECONDARY
006004004,PRIMARY
006005001,POST SECONDARY NON TERTIARY
006005002,LOWER SECONDARY
006005003,TERTIARY EDUCATION
006005004,TERTIARY EDUCATION
006006001,TERTIARY EDUCATION
006007001,TERTIARY EDUCATION
006007002,TERTIARY EDUCATION
006007003,
006007004,TERTIARY EDUCATION
006007005,TERTIARY EDUCATION
006007006,ECE
006007007,
006007008,LOWER SECONDARY
006008001,TERTIARY EDUCATION
006008002,UPPER SECONDARY
006008003,LOWER SECONDARY
006008004,PRIMARY
006009001,UPPER SECONDARY
006009002,UPPER SECONDARY
006009003,TERTIARY EDUCATION
006009004,TERTIARY EDUCATION
006009005,DK
006009006,TERTIARY EDUCATION
006009007,ECE
006009008,
006010001,TERTIARY EDUCATION
006010002,PRIMARY
006010003,TERTIARY EDUCATION
006010004,UPPER SECONDARY
006010005,UPPER SECONDARY
006010006,UPPER SECONDARY
006011001,UPPER SECONDARY
006011002,PRIMARY
006011003,UPPER SECONDARY
006011004,POST SECONDARY NON TERTIARY
006011005,ECE
006011006,
006011007,LOWER SECONDARY
006011008,TERTIARY EDUCATION
006012001,TERTIARY EDUCATION
006012002,TERTIARY EDUCATION
006012003,PRIMARY
006012004,
006012005,ECE
006012006,PRIMARY
006012007,PRIMARY
006012008,PRIMARY
006013001,TERTIARY EDUCATION
006013002,UPPER SECONDARY
006013003,UPPER SECONDARY
006013004,UPPER SECONDARY
006013005,PRIMARY
006013006,POST SECONDARY NON TERTIARY
006013007,UPPER SECONDARY
006013008,ECE
006013009,
006014001,TERTIARY EDUCATION
006014002,TERTIARY EDUCATION
006014003,TERTIARY EDUCATION
006014004,TERTIARY EDUCATION
006014005,TERTIARY EDUCATION
006014006,
006015001,TERTIARY EDUCATION
006015002,POST SECONDARY NON TERTIARY
006015003,PRIMARY
006015004,PRIMARY
006016001,TERTIARY EDUCATION
006016002,TERTIARY EDUCATION
006017001,TERTIARY EDUCATION
006017002,POST SECONDARY NON TERTIARY
006017003,TERTIARY EDUCATION
006017004,TERTIARY EDUCATION
006017005,TERTIARY EDUCATION
006017006,TERTIARY EDUCATION
006017007,
006018001,UPPER SECONDARY
006018002,TERTIARY EDUCATION
006018003,TERTIARY EDUCATION
006019001,PRIMARY
006019002,TERTIARY EDUCATION
006019003,TERTIARY EDUCATION
006019004,TERTIARY EDUCATION
006020001,TERTIARY EDUCATION
006020002,POST SECONDARY NON TERTIARY
006020003,LOWER SECONDARY
006020004,PRIMARY
007001001,LOWER SECONDARY
007001002,UPPER SECONDARY
007001003,LOWER SECONDARY
007001004,PRIMARY
007002001,LOWER SECONDARY
007002002,LOWER SECONDARY
007002003,TERTIARY EDUCATION
007002004,UPPER SECONDARY
007003001,LOWER SECONDARY
007003002,PRIMARY
007003003,TERTIARY EDUCATION
007003004,TERTIARY EDUCATION
007003005,TERTIARY EDUCATION
007003006,TERTIARY EDUCATION
007003007,TERTIARY EDUCATION
007003008,
007003009,ECE
007003010,
007004001,UPPER SECONDARY
007004002,UPPER SECONDARY
007004003,TERTIARY EDUCATION
007004004,LOWER SECONDARY
007005001,TERTIARY EDUCATION
007005002,TERTIARY EDUCATION
007005003,ECE
007006001,LOWER SECONDARY
007006002,TERTIARY EDUCATION
007006003,TERTIARY EDUCATION
007006004,
007007001,PRIMARY
007007002,UPPER SECONDARY
007007003,TERTIARY EDUCATION
007007004,LOWER SECONDARY
007008001,LOWER SECONDARY
007008002,PRIMARY
007008003,TERTIARY EDUCATION
007008004,UPPER SECONDARY
007008005,PRIMARY
007010001,LOWER SECONDARY
007010002,LOWER SECONDARY
007010003,ECE
007010004,
007010005,
007011001,PRIMARY
007011002,UPPER SECONDARY
007011003,UPPER SECONDARY
007011004,UPPER SECONDARY
007011005,LOWER SECONDARY
007011006,LOWER SECONDARY
007012001,LOWER SECONDARY
007012002,PRIMARY
007013001,PRIMARY
007013002,UPPER SECONDARY
007015001,LOWER SECONDARY
007015002,TERTIARY EDUCATION
007015003,TERTIARY EDUCATION
007015004,TERTIARY EDUCATION
007016001,LOWER SECONDARY
007016002,LOWER SECONDARY
007016003,LOWER SECONDARY
007017001,POST SECONDARY NON TERTIARY
007017002,POST SECONDARY NON TERTIARY
007017003,TERTIARY EDUCATION
007018001,TERTIARY EDUCATION
007018002,LOWER SECONDARY
007018003,
007018004,PRIMARY
007018005,ECE
007019001,UPPER SECONDARY
007019002,POST SECONDARY NON TERTIARY
007019003,LOWER SECONDARY
007019004,LOWER SECONDARY
007020001,TERTIARY EDUCATION
008001001,PRIMARY
008001002,LOWER SECONDARY
008001003,ECE
008001004,PRIMARY
008001005,PRIMARY
008003001,
008003002,
008004001,LOWER SECONDARY
008004002,UPPER SECONDARY
008004003,LOWER SECONDARY
008005001,
008005002,LOWER SECONDARY
008005003,LOWER SECONDARY
008005004,PRIMARY
008005005,LOWER SECONDARY
008005006,POST SECONDARY NON TERTIARY
008005007,LOWER SECONDARY
008005008,LOWER SECONDARY
008005009,PRIMARY
008005010,LOWER SECONDARY
008005011,LOWER SECONDARY
008005012,PRIMARY
008005013,LOWER SECONDARY
008005014,PRIMARY
008005015,
008005016,PRIMARY
008005017,UPPER SECONDARY
008005018,
008007001,UPPER SECONDARY
008007002,UPPER SECONDARY
008008001,LOWER SECONDARY
008008002,LOWER SECONDARY
008008003,UPPER SECONDARY
008008004,PRIMARY
008008005,PRIMARY
008009001,POST SECONDARY NON TERTIARY
008009002,PRIMARY
008009003,TERTIARY EDUCATION
008009004,TERTIARY EDUCATION
008009005,ECE
008009006,
008010001,LOWER SECONDARY
008010002,LOWER SECONDARY
008010003,TERTIARY EDUCATION
008010004,POST SECONDARY NON TERTIARY
008011001,TERTIARY EDUCATION
008011002,PRIMARY
008011003,LOWER SECONDARY
008011004,POST SECONDARY NON TERTIARY
008011005,TERTIARY EDUCATION
008011006,ECE
008011007,ECE
008011008,
008012001,LOWER SECONDARY
008012002,UPPER SECONDARY
008012003,TERTIARY EDUCATION
008013001,PRIMARY
008013002,LOWER SECONDARY
008013003,LOWER SECONDARY
008013004,TERTIARY EDUCATION
008013005,UPPER SECONDARY
008013006,ECE
008015001,
008015002,LOWER SECONDARY
008015003,PRIMARY
008015004,PRIMARY
008015005,PRIMARY
008015006,PRIMARY
008015007,PRIMARY
008015008,
008015009,
008016001,PRIMARY
008016002,LOWER SECONDARY
008017001,PRIMARY
008017002,PRIMARY
008018001,LOWER SECONDARY
008018002,LOWER SECONDARY
008018003,LOWER SECONDARY
008018004,PRIMARY
008018005,
008019001,LOWER SECONDARY
008019002,LOWER SECONDARY
008019003,LOWER SECONDARY
008019004,LOWER SECONDARY
008019005,LOWER SECONDARY
008019006,PRIMARY
009001001,PRIMARY
009001002,LOWER SECONDARY
009001003,LOWER SECONDARY
009001004,UPPER SECONDARY
009001005,LOWER SECONDARY
009001006,PRIMARY
009002001,PRIMARY
009002002,PRIMARY
009002003,TERTIARY EDUCATION
009003001,UPPER SECONDARY
009003002,LOWER SECONDARY
009003003,PRIMARY
009003004,LOWER SECONDARY
009003005,LOWER SECONDARY
009003006,
009004001,TERTIARY EDUCATION
009005001,LOWER SECONDARY
009005002,
009005003,ECE
009006001,POST SECONDARY NON TERTIARY
009006002,UPPER SECONDARY
009006003,PRIMARY
009006004,
009006005,PRIMARY
009006006,LOWER SECONDARY
009007001,PRIMARY
009007002,PRIMARY
009007003,PRIMARY
009007004,UPPER SECONDARY
009007005,LOWER SECONDARY
009007006,LOWER SECONDARY
009007007,LOWER SECONDARY
009007008,PRIMARY
009007009,ECE
009007010,LOWER SECONDARY
009008001,UPPER SECONDARY
009008002,LOWER SECONDARY
009008003,UPPER SECONDARY
009008004,UPPER SECONDARY
009008005,PRIMARY
009009001,LOWER SECONDARY
009009002,TERTIARY EDUCATION
009010001,UPPER SECONDARY
009010002,PRIMARY
009010003,TERTIARY EDUCATION
009010004,UPPER SECONDARY
009010005,PRIMARY
009010006,ECE
009011001,UPPER SECONDARY
009011002,UPPER SECONDARY
009011003,UPPER SECONDARY
009011004,LOWER SECONDARY
009013001,PRIMARY
009013002,PRIMARY
009013003,LOWER SECONDARY
009013004,LOWER SECONDARY
009013005,PRIMARY
009013006,UPPER SECONDARY
009013007,LOWER SECONDARY
009013008,PRIMARY
009013009,LOWER SECONDARY
009013010,PRIMARY
009013011,UPPER SECONDARY
009014001,LOWER SECONDARY
009014002,TERTIARY EDUCATION
009015001,UPPER SECONDARY
009015002,TERTIARY EDUCATION
009015003,TERTIARY EDUCATION
009015004,TERTIARY EDUCATION
009016001,TERTIARY EDUCATION
009016002,TERTIARY EDUCATION
009016003,TERTIARY EDUCATION
009016004,TERTIARY EDUCATION
009016005,TERTIARY EDUCATION
009017001,TERTIARY EDUCATION
009017002,UPPER SECONDARY
009017003,PRIMARY
009017004,ECE
009017005,ECE
009017006,PRIMARY
009017007,PRIMARY
009017008,UPPER SECONDARY
009018001,
009018002,ECE
009018003,DK
009019001,LOWER SECONDARY
009019002,LOWER SECONDARY
009020001,UPPER SECONDARY
009020002,UPPER SECONDARY
009020003,UPPER SECONDARY
009020004,TERTIARY EDUCATION
009020005,TERTIARY EDUCATION
010001001,TERTIARY EDUCATION
010001002,POST SECONDARY NON TERTIARY
010002001,TERTIARY EDUCATION
010002002,LOWER SECONDARY
010002003,UPPER SECONDARY
010002004,LOWER SECONDARY
010002005,PRIMARY
010002006,PRIMARY
010002007,PRIMARY
010002008,LOWER SECONDARY
010002009,TERTIARY EDUCATION
010002010,PRIMARY
010002011,LOWER SECONDARY
010002012,LOWER SECONDARY
010002013,PRIMARY
010002014,LOWER SECONDARY
010004001,UPPER SECONDARY
010004002,TERTIARY EDUCATION
010004003,LOWER SECONDARY
010005001,POST SECONDARY NON TERTIARY
010005002,PRIMARY
010005003,UPPER SECONDARY
010005004,TERTIARY EDUCATION
010006001,LOWER SECONDARY
010006002,LOWER SECONDARY
010006003,TERTIARY EDUCATION
010006004,TERTIARY EDUCATION
010006005,TERTIARY EDUCATION
010006006,TERTIARY EDUCATION
010006007,PRIMARY
010006008,PRIMARY
010007001,UPPER SECONDARY
010007002,UPPER SECONDARY
010007003,TERTIARY EDUCATION
010007004,TERTIARY EDUCATION
010007005,
010008001,TERTIARY EDUCATION
010008002,UPPER SECONDARY
010008003,LOWER SECONDARY
010008004,LOWER SECONDARY
010010001,LOWER SECONDARY
010010002,PRIMARY
010010003,LOWER SECONDARY
010011001,PRIMARY
010011002,LOWER SECONDARY
010011003,PRIMARY
010012001,TERTIARY EDUCATION
010012002,UPPER SECONDARY
010013001,PRIMARY
010013002,LOWER SECONDARY
010014001,UPPER SECONDARY
010014002,UPPER SECONDARY
010014003,PRIMARY
010014004,PRIMARY
010014005,TERTIARY EDUCATION
010014006,UPPER SECONDARY
010015001,TERTIARY EDUCATION
010016001,LOWER SECONDARY
010016002,PRIMARY
010016003,PRIMARY
010016004,PRIMARY
010017001,POST SECONDARY NON TERTIARY
010017002,UPPER SECONDARY
010017003,TERTIARY EDUCATION
010017004,TERTIARY EDUCATION
010017005,POST SECONDARY NON TERTIARY
010017006,PRIMARY
010017007,ECE
010017008,
010017009,
010017010,UPPER SECONDARY
010018001,
010018002,UPPER SECONDARY
010018003,LOWER SECONDARY
010018004,UPPER SECONDARY
010018005,UPPER SECONDARY
010018006,UPPER SECONDARY
010018007,LOWER SECONDARY
010018008,LOWER SECONDARY
010018009,ECE
010018010,ECE
010018011,
010019001,LOWER SECONDARY
010019002,
010019003,TERTIARY EDUCATION
010020001,TERTIARY EDUCATION
010020002,PRIMARY
010020003,TERTIARY EDUCATION
010020004,TERTIARY EDUCATION
011001001,TERTIARY EDUCATION
011001002,PRIMARY
011001003,LOWER SECONDARY
011002001,TERTIARY EDUCATION
011002002,POST SECONDARY NON TERTIARY
011002003,LOWER SECONDARY
011002004,PRIMARY
011002005,PRIMARY
011002006,
011003001,LOWER SECONDARY
011003002,PRIMARY
011004001,TERTIARY EDUCATION
011004002,TERTIARY EDUCATION
011004003,UPPER SECONDARY
011005001,UPPER SECONDARY
011005002,POST SECONDARY NON TERTIARY
011005003,LOWER SECONDARY
011006001,UPPER SECONDARY
011006002,UPPER SECONDARY
011006003,ECE
011007001,PRIMARY
011007002,PRIMARY
011007003,LOWER SECONDARY
011008001,TERTIARY EDUCATION
011008002,TERTIARY EDUCATION
011008003,
011009001,LOWER SECONDARY
011009002,PRIMARY
011009003,LOWER SECONDARY
011009004,
011009005,
011010001,UPPER SECONDARY
011010002,LOWER SECONDARY
011010003,UPPER SECONDARY
011010004,TERTIARY EDUCATION
011010005,LOWER SECONDARY
011011001,TERTIARY EDUCATION
011012001,POST SECONDARY NON TERTIARY
011012002,TERTIARY EDUCATION
011012003,PRIMARY
011013001,TERTIARY EDUCATION
011013002,LOWER SECONDARY
011013003,POST SECONDARY NON TERTIARY
011013004,UPPER SECONDARY
011014001,POST SECONDARY NON TERTIARY
011014002,TERTIARY EDUCATION
011014003,ECE
011014004,
011014005,TERTIARY EDUCATION
011015001,PRIMARY
011015002,PRIMARY
011016001,UPPER SECONDARY
011016002,PRIMARY
011016003,UPPER SECONDARY
011016004,LOWER SECONDARY
011016005,
011017001,UPPER SECONDARY
011017002,POST SECONDARY NON TERTIARY
011017003,LOWER SECONDARY
011017004,LOWER SECONDARY
011017005,TERTIARY EDUCATION
011017006,TERTIARY EDUCATION
011017007,PRIMARY
011017008,ECE
011017009,ECE
011017010,UPPER SECONDARY
011018001,UPPER SECONDARY
011019001,LOWER SECONDARY
011020001,TERTIARY EDUCATION
012001001,LOWER SECONDARY
012001002,UPPER SECONDARY
012002001,PRIMARY
012002002,LOWER SECONDARY
012002003,LOWER SECONDARY
012002004,LOWER SECONDARY
012002005,
012003001,TERTIARY EDUCATION
012003002,TERTIARY EDUCATION
012003003,TERTIARY EDUCATION
012004001,TERTIARY EDUCATION
012004002,UPPER SECONDARY
012004003,ECE
012005001,POST SECONDARY NON TERTIARY
012005002,PRIMARY
012006001,TERTIARY EDUCATION
012006002,LOWER SECONDARY
012006003,LOWER SECONDARY
012006004,ECE
012006005,
012007001,PRIMARY
012007002,LOWER SECONDARY
012007003,PRIMARY
012008001,TERTIARY EDUCATION
012008002,
012008003,LOWER SECONDARY
012008004,PRIMARY
012008005,ECE
012009001,PRIMARY
012010001,LOWER SECONDARY
012010002,
012011001,
012011002,LOWER SECONDARY
012011003,PRIMARY
012011004,ECE
012013001,UPPER SECONDARY
012013002,LOWER SECONDARY
012013003,LOWER SECONDARY
012013004,LOWER SECONDARY
012013005,LOWER SECONDARY
012013006,LOWER SECONDARY
012013007,LOWER SECONDARY
012013008,ECE
012014001,LOWER SECONDARY
012014002,PRIMARY
012014003,TERTIARY EDUCATION
012014004,TERTIARY EDUCATION
012014005,
012015001,UPPER SECONDARY
012015002,PRIMARY
012015003,LOWER SECONDARY
012015004,TERTIARY EDUCATION
012015005,TERTIARY EDUCATION
012015006,TERTIARY EDUCATION
012016001,PRIMARY
012017001,PRIMARY
012017002,LOWER SECONDARY
012017003,LOWER SECONDARY
012017004,POST SECONDARY NON TERTIARY
012017005,PRIMARY
012017006,ECE
012018001,PRIMARY
012018002,UPPER SECONDARY
012018003,UPPER SECONDARY
012018004,LOWER SECONDARY
012018005,PRIMARY
012019001,PRIMARY
012019002,UPPER SECONDARY
012019003,UPPER SECONDARY
012019004,TERTIARY EDUCATION
012019005,
012020001,TERTIARY EDUCATION
012020002,UPPER SECONDARY
012020003,PRIMARY
013001001,POST SECONDARY NON TERTIARY
013001002,LOWER SECONDARY
013002001,TERTIARY EDUCATION
013002002,LOWER SECONDARY
013002003,UPPER SECONDARY
013002004,PRIMARY
013003001,UPPER SECONDARY
