HHID,residence,region,wealth_q,eth_hoh
003015,Urban,Central,Richest,Lao-Tai
003016,Urban,Central,,"Other, Missing, DK"
003017,Urban,Central,Richest,Lao-Tai
003018,Urban,Central,Richest,Lao-Tai
003019,Urban,Central,,"Other, Missing, DK"
003020,Urban,Central,,"Other, Missing, DK"
004001,Urban,Central,Richest,Lao-Tai
004002,Urban,Central,Rich,Lao-Tai
004003,Urban,Central,Richest,Lao-Tai
004004,Urban,Central,Rich,Lao-Tai
004005,Urban,Central,Rich,Lao-Tai
004006,Urban,Central,Richest,Lao-Tai
004007,Urban,Central,Richest,Lao-Tai
004008,Urban,Central,Middle,Lao-Tai
004009,Urban,Central,Richest,Lao-Tai
004010,Urban,Central,Richest,Lao-Tai
004011,Urban,Central,Richest,Lao-Tai
004012,Urban,Central,Richest,Lao-Tai
004013,Urban,Central,Richest,Lao-Tai
004014,Urban,Central,Richest,Lao-Tai
004015,Urban,Central,Rich,Lao-Tai
004016,Urban,Central,Richest,Lao-Tai
004017,Urban,Central,Rich,Lao-Tai
004018,Urban,Central,Richest,Lao-Tai
004019,Urban,Central,Rich,Lao-Tai
004020,Urban,Central,Richest,Lao-Tai
005001,Urban,Central,Richest,"Other, Missing, DK"
005002,Urban,Central,Richest,Lao-Tai
005003,Urban,Central,Richest,Lao-Tai
005004,Urban,Central,Richest,Lao-Tai
005005,Urban,Central,Richest,Lao-Tai
005006,Urban,Central,Richest,Lao-Tai
005007,Urban,Central,Richest,Lao-Tai
005008,Urban,Central,Richest,Lao-Tai
005009,Urban,Central,Richest,Lao-Tai
005010,Urban,Central,Richest,Lao-Tai
005011,Urban,Central,Richest,Lao-Tai
005012,Urban,Central,Rich,"Other, Missing, DK"
005013,Urban,Central,,"Other, Missing, DK"
005014,Urban,Central,,"Other, Missing, DK"
005015,Urban,Central,Richest,Lao-Tai
005016,Urban,Central,Richest,Lao-Tai
005017,Urban,Central,Richest,Lao-Tai
005018,Urban,Central,Richest,Lao-Tai
005019,Urban,Central,Richest,Lao-Tai
005020,Urban,Central,Richest,Lao-Tai
006001,Urban,Central,Richest,Lao-Tai
006002,Urban,Central,,"Other, Missing, DK"
006003,Urban,Central,,"Other, Missing, DK"
006004,Urban,Central,Richest,Lao-Tai
006005,Urban,Central,Rich,"Other, Missing, DK"
006006,Urban,Central,Richest,Lao-Tai
006007,Urban,Central,Richest,Lao-Tai
006008,Urban,Central,,"Other, Missing, DK"
006009,Urban,Central,Richest,Lao-Tai
006010,Urban,Central,Richest,Lao-Tai
006011,Urban,Central,Richest,Lao-Tai
006012,Urban,Central,Richest,Lao-Tai
006013,Urban,Central,Richest,Lao-Tai
006014,Urban,Central,Richest,Lao-Tai
006015,Urban,Central,Richest,Lao-Tai
006016,Urban,Central,Richest,Lao-Tai
006017,Urban,Central,Richest,Lao-Tai
006018,Urban,Central,,"Other, Missing, DK"
006019,Urban,Central,Richest,Lao-Tai
006020,Urban,Central,Richest,Lao-Tai
007001,Urban,Central,,"Other, Missing, DK"
007002,Urban,Central,Richest,Lao-Tai
007003,Urban,Central,Richest,Lao-Tai
007004,Urban,Central,Richest,Lao-Tai
007005,Urban,Central,Richest,Lao-Tai
007006,Urban,Central,Richest,Lao-Tai
007007,Urban,Central,,"Other, Missing, DK"
007008,Urban,Central,Richest,Lao-Tai
007009,Urban,Central,,"Other, Missing, DK"
007010,Urban,Central,Richest,Lao-Tai
007011,Urban,Central,Richest,Lao-Tai
007012,Urban,Central,Richest,Lao-Tai
007013,Urban,Central,Richest,Lao-Tai
007014,Urban,Central,,"Other, Missing, DK"
007015,Urban,Central,Richest,Lao-Tai
007016,Urban,Central,Richest,Lao-Tai
007017,Urban,Central,Richest,Lao-Tai
007018,Urban,Central,,"Other, Missing, DK"
007019,Urban,Central,Richest,Lao-Tai
007020,Urban,Central,Richest,Lao-Tai
008001,Urban,Central,Richest,Lao-Tai
008002,Urban,Central,,"Other, Missing, DK"
008003,Urban,Central,Rich,Lao-Tai
008004,Urban,Central,Richest,Lao-Tai
008005,Urban,Central,Richest,Lao-Tai
008006,Urban,Central,,"Other, Missing, DK"
008007,Urban,Central,Rich,Lao-Tai
008008,Urban,Central,Richest,Lao-Tai
008009,Urban,Central,Rich,Lao-Tai
008010,Urban,Central,Richest,Lao-Tai
008011,Urban,Central,,"Other, Missing, DK"
008012,Urban,Central,Richest,Lao-Tai
008013,Urban,Central,Richest,Lao-Tai
008014,Urban,Central,Richest,Lao-Tai
008015,Urban,Central,Richest,Lao-Tai
008016,Urban,Central,Richest,Lao-Tai
008017,Urban,Central,Richest,Lao-Tai
008018,Urban,Central,,"Other, Missing, DK"
008019,Urban,Central,Richest,Lao-Tai
008020,Urban,Central,Rich,Lao-Tai
009001,Rural,Central,Middle,Lao-Tai
009002,Rural,Central,Poor,Lao-Tai
009003,Rural,Central,Richest,Lao-Tai
009004,Rural,Central,Rich,Lao-Tai
009005,Rural,Central,Rich,Lao-Tai
009006,Rural,Central,Richest,Lao-Tai
009007,Rural,Central,Rich,Lao-Tai
009008,Rural,Central,Richest,Lao-Tai
009009,Rural,Central,,"Other, Missing, DK"
009010,Rural,Central,Richest,Lao-Tai
009011,Rural,Central,Rich,Lao-Tai
009012,Rural,Central,Rich,Lao-Tai
009013,Rural,Central,Richest,Lao-Tai
009014,Rural,Central,Middle,Lao-Tai
009015,Rural,Central,Richest,Lao-Tai
009016,Rural,Central,Rich,Lao-Tai
009017,Rural,Central,Rich,Lao-Tai
009018,Rural,Central,Middle,Mon-Khmer
009019,Rural,Central,,"Other, Missing, DK"
009020,Rural,Central,Rich,Lao-Tai
010001,Urban,Central,Richest,Lao-Tai
010002,Urban,Central,Richest,Lao-Tai
010003,Urban,Central,Richest,Lao-Tai
010004,Urban,Central,Richest,Lao-Tai
010005,Urban,Central,Rich,"Other, Missing, DK"
010006,Urban,Central,Richest,Lao-Tai
010007,Urban,Central,Richest,Lao-Tai
010008,Urban,Central,Richest,Lao-Tai
010009,Urban,Central,Richest,Lao-Tai
010010,Urban,Central,Richest,Lao-Tai
010011,Urban,Central,Rich,Lao-Tai
010012,Urban,Central,,"Other, Missing, DK"
010013,Urban,Central,,"Other, Missing, DK"
010014,Urban,Central,Rich,Lao-Tai
010015,Urban,Central,Richest,Lao-Tai
010016,Urban,Central,,"Other, Missing, DK"
010017,Urban,Central,Richest,Lao-Tai
010018,Urban,Central,Richest,Lao-Tai
010019,Urban,Central,Richest,Lao-Tai
010020,Urban,Central,Richest,Lao-Tai
011001,Urban,Central,Richest,Lao-Tai
011002,Urban,Central,Richest,Lao-Tai
011003,Urban,Central,Rich,Lao-Tai
011004,Urban,Central,Richest,Lao-Tai
011005,Urban,Central,Rich,Lao-Tai
011006,Urban,Central,Richest,Lao-Tai
011007,Urban,Central,Richest,Lao-Tai
011008,Urban,Central,Rich,Lao-Tai
011009,Urban,Central,Richest,Lao-Tai
011010,Urban,Central,Rich,Lao-Tai
011011,Urban,Central,Richest,Lao-Tai
011012,Urban,Central,Rich,Lao-Tai
011013,Urban,Central,Richest,Lao-Tai
011014,Urban,Central,Rich,Lao-Tai
011015,Urban,Central,Rich,Lao-Tai
011016,Urban,Central,Richest,Lao-Tai
011017,Urban,Central,Richest,Lao-Tai
011018,Urban,Central,Rich,Lao-Tai
011019,Urban,Central,Rich,Lao-Tai
011020,Urban,Central,Richest,Lao-Tai
012001,Urban,Central,Richest,"Other, Missing, DK"
012002,Urban,Central,Richest,Lao-Tai
012003,Urban,Central,Richest,Lao-Tai
012004,Urban,Central,Richest,Lao-Tai
012005,Urban,Central,Richest,Lao-Tai
012006,Urban,Central,Richest,Lao-Tai
012007,Urban,Central,Richest,Lao-Tai
012008,Urban,Central,Richest,Lao-Tai
012009,Urban,Central,Richest,Lao-Tai
012010,Urban,Central,,"Other, Missing, DK"
012011,Urban,Central,Richest,Lao-Tai
012012,Urban,Central,Richest,Lao-Tai
012013,Urban,Central,Rich,Lao-Tai
012014,Urban,Central,Richest,Lao-Tai
012015,Urban,Central,Richest,Lao-Tai
012016,Urban,Central,Richest,Lao-Tai
012017,Urban,Central,Richest,Lao-Tai
012018,Urban,Central,Richest,Lao-Tai
012019,Urban,Central,Richest,Lao-Tai
012020,Urban,Central,Richest,Lao-Tai
013001,Urban,Central,Richest,Lao-Tai
013002,Urban,Central,Richest,Lao-Tai
013003,Urban,Central,Richest,Lao-Tai
013004,Urban,Central,Richest,Lao-Tai
013005,Urban,Central,Rich,Lao-Tai
013006,Urban,Central,Richest,Lao-Tai
013007,Urban,Central,Richest,Lao-Tai
013008,Urban,Central,Richest,Lao-Tai
013009,Urban,Central,Richest,Lao-Tai
013010,Urban,Central,Richest,Lao-Tai
013011,Urban,Central,Richest,Lao-Tai
013012,Urban,Central,Middle,Lao-Tai
013013,Urban,Central,Richest,Lao-Tai
013014,Urban,Central,Richest,Lao-Tai
013015,Urban,Central,Richest,Lao-Tai
013016,Urban,Central,,"Other, Missing, DK"
013017,Urban,Central,Richest,Lao-Tai
013018,Urban,Central,Rich,Lao-Tai
013019,Urban,Central,Richest,Mon-Khmer
013020,Urban,Central,Richest,Lao-Tai
014001,Urban,Central,Richest,Lao-Tai
014002,Urban,Central,Rich,Mon-Khmer
014003,Urban,Central,Richest,Lao-Tai
014004,Urban,Central,Rich,Lao-Tai
014005,Urban,Central,Richest,Lao-Tai
014006,Urban,Central,,"Other, Missing, DK"
014007,Urban,Central,Richest,Lao-Tai
014008,Urban,Central,Richest,Lao-Tai
014009,Urban,Central,Richest,Lao-Tai
014010,Urban,Central,Richest,Lao-Tai
014011,Urban,Central,Richest,Lao-Tai
014012,Urban,Central,Richest,Lao-Tai
014013,Urban,Central,Richest,Lao-Tai
014014,Urban,Central,Richest,Lao-Tai
014015,Urban,Central,Richest,Lao-Tai
014016,Urban,Central,Richest,Lao-Tai
014017,Urban,Central,Richest,Lao-Tai
014018,Urban,Central,Richest,Lao-Tai
014019,Urban,Central,Rich,Lao-Tai
014020,Urban,Central,,"Other, Missing, DK"
015001,Urban,Central,Richest,Lao-Tai
015002,Urban,Central,Middle,Lao-Tai
015003,Urban,Central,,"Other, Missing, DK"
015004,Urban,Central,Richest,Lao-Tai
015005,Urban,Central,Richest,Lao-Tai
015006,Urban,Central,Richest,Lao-Tai
015007,Urban,Central,Rich,Lao-Tai
015008,Urban,Central,Richest,Lao-Tai
015009,Urban,Central,Richest,Lao-Tai
015010,Urban,Central,Richest,Lao-Tai
015011,Urban,Central,Richest,Lao-Tai
015012,Urban,Central,Richest,Lao-Tai
015013,Urban,Central,Richest,Lao-Tai
015014,Urban,Central,Richest,Lao-Tai
015015,Urban,Central,Richest,Lao-Tai
015016,Urban,Central,Rich,Lao-Tai
015017,Urban,Central,Richest,Lao-Tai
015018,Urban,Central,Richest,Lao-Tai
015019,Urban,Central,Middle,Lao-Tai
015020,Urban,Central,Richest,Lao-Tai
016001,Urban,Central,Rich,Lao-Tai
016002,Urban,Central,Richest,Lao-Tai
016003,Urban,Central,Richest,Lao-Tai
016004,Urban,Central,Richest,Lao-Tai
016005,Urban,Central,Middle,Lao-Tai
016006,Urban,Central,Richest,Lao-Tai
016007,Urban,Central,Richest,Lao-Tai
016008,Urban,Central,Richest,Lao-Tai
016009,Urban,Central,,"Other, Missing, DK"
016010,Urban,Central,Middle,Lao-Tai
016011,Urban,Central,Rich,Lao-Tai
016012,Urban,Central,Richest,Lao-Tai
016013,Urban,Central,Richest,Lao-Tai
016014,Urban,Central,Richest,Lao-Tai
016015,Urban,Central,Richest,Lao-Tai
016016,Urban,Central,Richest,Lao-Tai
016017,Urban,Central,,"Other, Missing, DK"
016018,Urban,Central,,"Other, Missing, DK"
016019,Urban,Central,Richest,Lao-Tai
016020,Urban,Central,Richest,Lao-Tai
017001,Urban,Central,Richest,Lao-Tai
017002,Urban,Central,Richest,Lao-Tai
017003,Urban,Central,Richest,Lao-Tai
017004,Urban,Central,Richest,Lao-Tai
017005,Urban,Central,Rich,Lao-Tai
017006,Urban,Central,Rich,Lao-Tai
017007,Urban,Central,Rich,Lao-Tai
017008,Urban,Central,Richest,Lao-Tai
017009,Urban,Central,Richest,Lao-Tai
017010,Urban,Central,Richest,Lao-Tai
017011,Urban,Central,Richest,Lao-Tai
017012,Urban,Central,Richest,Lao-Tai
017013,Urban,Central,Richest,Lao-Tai
017014,Urban,Central,Richest,Lao-Tai
017015,Urban,Central,Richest,Lao-Tai
017016,Urban,Central,Rich,Lao-Tai
017017,Urban,Central,Richest,Lao-Tai
017018,Urban,Central,Richest,Lao-Tai
017019,Urban,Central,Richest,Lao-Tai
017020,Urban,Central,Richest,Lao-Tai
018001,Urban,Central,Richest,Lao-Tai
018002,Urban,Central,Richest,Lao-Tai
018003,Urban,Central,,"Other, Missing, DK"
018004,Urban,Central,Richest,Lao-Tai
018005,Urban,Central,Richest,Lao-Tai
018006,Urban,Central,Richest,Lao-Tai
018007,Urban,Central,Richest,Lao-Tai
018008,Urban,Central,Richest,Lao-Tai
018009,Urban,Central,Richest,Lao-Tai
018010,Urban,Central,Richest,Lao-Tai
018011,Urban,Central,Richest,Lao-Tai
018012,Urban,Central,Richest,Lao-Tai
018013,Urban,Central,Richest,Lao-Tai
018014,Urban,Central,,"Other, Missing, DK"
018015,Urban,Central,Richest,Lao-Tai
018016,Urban,Central,,"Other, Missing, DK"
018017,Urban,Central,Richest,Lao-Tai
018018,Urban,Central,Richest,Lao-Tai
018019,Urban,Central,Richest,Lao-Tai
018020,Urban,Central,Richest,Lao-Tai
019001,Urban,Central,Richest,Lao-Tai
019002,Urban,Central,Richest,Lao-Tai
019003,Urban,Central,Richest,Lao-Tai
019004,Urban,Central,Richest,Lao-Tai
019005,Urban,Central,Richest,Lao-Tai
019006,Urban,Central,Richest,Lao-Tai
019007,Urban,Central,Richest,Lao-Tai
019008,Urban,Central,,"Other, Missing, DK"
019009,Urban,Central,Rich,Lao-Tai
019010,Urban,Central,Richest,Lao-Tai
019011,Urban,Central,Richest,Lao-Tai
019012,Urban,Central,Richest,Lao-Tai
019013,Urban,Central,Middle,Lao-Tai
019014,Urban,Central,Richest,Lao-Tai
019015,Urban,Central,Richest,Lao-Tai
019016,Urban,Central,Richest,Lao-Tai
019017,Urban,Central,Richest,Lao-Tai
019018,Urban,Central,Richest,Lao-Tai
019019,Urban,Central,Richest,Lao-Tai
019020,Urban,Central,Richest,Lao-Tai
020001,Urban,Central,Richest,Lao-Tai
020002,Urban,Central,Richest,Lao-Tai
020003,Urban,Central,Rich,Lao-Tai
020004,Urban,Central,Richest,Lao-Tai
020005,Urban,Central,Richest,Lao-Tai
020006,Urban,Central,Richest,Lao-Tai
020007,Urban,Central,Richest,Lao-Tai
020008,Urban,Central,Richest,Lao-Tai
020009,Urban,Central,Richest,Lao-Tai
020010,Urban,Central,Richest,Lao-Tai
020011,Urban,Central,Richest,Lao-Tai
020012,Urban,Central,Richest,Lao-Tai
020013,Urban,Central,Rich,Lao-Tai
020014,Urban,Central,Richest,Lao-Tai
020015,Urban,Central,Richest,Lao-Tai
020016,Urban,Central,Richest,Lao-Tai
020017,Urban,Central,Rich,Lao-Tai
020018,Urban,Central,,"Other, Missing, DK"
020019,Urban,Central,Richest,Lao-Tai
020020,Urban,Central,Middle,Lao-Tai
021001,Urban,Central,Richest,Lao-Tai
021002,Urban,Central,Richest,Lao-Tai
021003,Urban,Central,Richest,Lao-Tai
021004,Urban,Central,Richest,Lao-Tai
021005,Urban,Central,Richest,Lao-Tai
021006,Urban,Central,Richest,Lao-Tai
021007,Urban,Central,Richest,Lao-Tai
021008,Urban,Central,Richest,Lao-Tai
021009,Urban,Central,Richest,Lao-Tai
021010,Urban,Central,Richest,Lao-Tai
021011,Urban,Central,Rich,Lao-Tai
021012,Urban,Central,Richest,Lao-Tai
021013,Urban,Central,Richest,Lao-Tai
021014,Urban,Central,Richest,Lao-Tai
021015,Urban,Central,Richest,Lao-Tai
021016,Urban,Central,Richest,Lao-Tai
021017,Urban,Central,Richest,Lao-Tai
021018,Urban,Central,Richest,Lao-Tai
021019,Urban,Central,Richest,Lao-Tai
021020,Urban,Central,Richest,Lao-Tai
022001,Urban,Central,,"Other, Missing, DK"
022002,Urban,Central,Rich,Lao-Tai
022003,Urban,Central,Richest,Lao-Tai
022004,Urban,Central,Richest,Lao-Tai
022005,Urban,Central,,"Other, Missing, DK"
022006,Urban,Central,Richest,Lao-Tai
022007,Urban,Central,Richest,Lao-Tai
022008,Urban,Central,Richest,Lao-Tai
022009,Urban,Central,Richest,Lao-Tai
022010,Urban,Central,Richest,Lao-Tai
022011,Urban,Central,Richest,Lao-Tai
022012,Urban,Central,Richest,Lao-Tai
022013,Urban,Central,Richest,Lao-Tai
022014,Urban,Central,Richest,Lao-Tai
022015,Urban,Central,Richest,"Other, Missing, DK"
022016,Urban,Central,Rich,Lao-Tai
022017,Urban,Central,Rich,Lao-Tai
022018,Urban,Central,Richest,Lao-Tai
022019,Urban,Central,Richest,Lao-Tai
022020,Urban,Central,Richest,Lao-Tai
023001,Urban,Central,Rich,Lao-Tai
023002,Urban,Central,Richest,Lao-Tai
023003,Urban,Central,Poor,Lao-Tai
023004,Urban,Central,Richest,Lao-Tai
023005,Urban,Central,Richest,Lao-Tai
023006,Urban,Central,Rich,Lao-Tai
023007,Urban,Central,Rich,Lao-Tai
023008,Urban,Central,Richest,Lao-Tai
023009,Urban,Central,Richest,Lao-Tai
023010,Urban,Central,Richest,Lao-Tai
023011,Urban,Central,Rich,Lao-Tai
023012,Urban,Central,,"Other, Missing, DK"
023013,Urban,Central,Middle,Lao-Tai
023014,Urban,Central,Richest,Lao-Tai
023015,Urban,Central,Richest,Lao-Tai
023016,Urban,Central,Rich,Lao-Tai
023017,Urban,Central,Richest,Lao-Tai
023018,Urban,Central,Richest,Lao-Tai
023019,Urban,Central,Richest,Lao-Tai
023020,Urban,Central,Richest,Lao-Tai
024001,Urban,Central,Rich,Lao-Tai
024002,Urban,Central,Richest,Lao-Tai
024003,Urban,Central,Richest,Lao-Tai
024004,Urban,Central,Richest,Lao-Tai
024005,Urban,Central,Richest,Lao-Tai
024006,Urban,Central,,"Other, Missing, DK"
024007,Urban,Central,Richest,Lao-Tai
024008,Urban,Central,Richest,Lao-Tai
024009,Urban,Central,Richest,Lao-Tai
024010,Urban,Central,Richest,Lao-Tai
024011,Urban,Central,,"Other, Missing, DK"
024012,Urban,Central,Richest,Lao-Tai
024013,Urban,Central,Richest,Lao-Tai
024014,Urban,Central,Rich,Lao-Tai
024015,Urban,Central,Richest,Lao-Tai
024016,Urban,Central,Richest,Lao-Tai
024017,Urban,Central,Richest,Lao-Tai
024018,Urban,Central,Richest,Lao-Tai
024019,Urban,Central,Richest,Lao-Tai
024020,Urban,Central,Richest,Lao-Tai
025001,Urban,Central,Richest,"Other, Missing, DK"
025002,Urban,Central,Richest,Lao-Tai
025003,Urban,Central,,"Other, Missing, DK"
025004,Urban,Central,Richest,Lao-Tai
025005,Urban,Central,Richest,Lao-Tai
025006,Urban,Central,Richest,Lao-Tai
025007,Urban,Central,Richest,Lao-Tai
025008,Urban,Central,Richest,Lao-Tai
025009,Urban,Central,Richest,Lao-Tai
025010,Urban,Central,Richest,Lao-Tai
025011,Urban,Central,Richest,Lao-Tai
025012,Urban,Central,Richest,Lao-Tai
025013,Urban,Central,Richest,Lao-Tai
025014,Urban,Central,Richest,Lao-Tai
025015,Urban,Central,Richest,Lao-Tai
025016,Urban,Central,Richest,Lao-Tai
025017,Urban,Central,Richest,Lao-Tai
025018,Urban,Central,Richest,Lao-Tai
025019,Urban,Central,Richest,Lao-Tai
025020,Urban,Central,Richest,Lao-Tai
026001,Urban,Central,,"Other, Missing, DK"
026002,Urban,Central,Richest,Lao-Tai
026003,Urban,Central,Richest,"Other, Missing, DK"
026004,Urban,Central,Richest,"Other, Missing, DK"
026005,Urban,Central,Richest,Lao-Tai
026006,Urban,Central,Richest,Lao-Tai
026007,Urban,Central,Richest,Lao-Tai
026008,Urban,Central,Richest,Lao-Tai
026009,Urban,Central,Richest,Lao-Tai
026010,Urban,Central,Richest,Lao-Tai
026011,Urban,Central,Richest,Lao-Tai
026012,Urban,Central,Richest,Lao-Tai
026013,Urban,Central,Richest,Lao-Tai
026014,Urban,Central,Richest,Lao-Tai
026015,Urban,Central,Richest,Lao-Tai
026016,Urban,Central,Richest,Lao-Tai
026017,Urban,Central,Richest,Lao-Tai
026018,Urban,Central,Richest,Lao-Tai
026019,Urban,Central,Richest,Lao-Tai
026020,Urban,Central,Richest,Lao-Tai
027001,Urban,Central,,"Other, Missing, DK"
027002,Urban,Central,Richest,Lao-Tai
027003,Urban,Central,Richest,Lao-Tai
027004,Urban,Central,Richest,Lao-Tai
027005,Urban,Central,Richest,Lao-Tai
027006,Urban,Central,Richest,Lao-Tai
027007,Urban,Central,Richest,Lao-Tai
027008,Urban,Central,,"Other, Missing, DK"
027009,Urban,Central,,"Other, Missing, DK"
027010,Urban,Central,Middle,Lao-Tai
027011,Urban,Central,Richest,Lao-Tai
027012,Urban,Central,Richest,Lao-Tai
027013,Urban,Central,Richest,Lao-Tai
027014,Urban,Central,Richest,Lao-Tai
027015,Urban,Central,Richest,Lao-Tai
027016,Urban,Central,Richest,Lao-Tai
027017,Urban,Central,Richest,Lao-Tai
027018,Urban,Central,Richest,Lao-Tai
027019,Urban,Central,Richest,Lao-Tai
027020,Urban,Central,Richest,Lao-Tai
028001,Urban,Central,Richest,Lao-Tai
028002,Urban,Central,Richest,Lao-Tai
028003,Urban,Central,Richest,Lao-Tai
028004,Urban,Central,Richest,Lao-Tai
028005,Urban,Central,Richest,Lao-Tai
028006,Urban,Central,Richest,Lao-Tai
028007,Urban,Central,Richest,Lao-Tai
028008,Urban,Central,,"Other, Missing, DK"
028009,Urban,Central,Richest,Lao-Tai
028010,Urban,Central,Rich,Lao-Tai
028011,Urban,Central,Richest,Lao-Tai
028012,Urban,Central,Richest,Lao-Tai
028013,Urban,Central,Richest,Lao-Tai
028014,Urban,Central,Richest,Lao-Tai
028015,Urban,Central,Richest,Mon-Khmer
028016,Urban,Central,Richest,Lao-Tai
028017,Urban,Central,Richest,Lao-Tai
028018,Urban,Central,Richest,Lao-Tai
028019,Urban,Central,Richest,Lao-Tai
028020,Urban,Central,,"Other, Missing, DK"
029001,Urban,Central,Richest,Lao-Tai
029002,Urban,Central,Richest,Lao-Tai
029003,Urban,Central,Richest,Lao-Tai
029004,Urban,Central,Richest,Lao-Tai
029005,Urban,Central,,"Other, Missing, DK"
029006,Urban,Central,Richest,Lao-Tai
029007,Urban,Central,Rich,Lao-Tai
029008,Urban,Central,Rich,Lao-Tai
029009,Urban,Central,Richest,Lao-Tai
029010,Urban,Central,Richest,Lao-Tai
029011,Urban,Central,Richest,Lao-Tai
029012,Urban,Central,,"Other, Missing, DK"
029013,Urban,Central,Richest,Lao-Tai
029014,Urban,Central,Richest,Lao-Tai
029015,Urban,Central,Richest,Lao-Tai
029016,Urban,Central,Richest,Lao-Tai
029017,Urban,Central,Richest,Lao-Tai
029018,Urban,Central,Rich,Lao-Tai
029019,Urban,Central,Richest,Lao-Tai
029020,Urban,Central,Richest,Lao-Tai
030001,Urban,Central,Richest,Lao-Tai
030002,Urban,Central,Richest,Lao-Tai
030003,Urban,Central,Richest,Lao-Tai
030004,Urban,Central,,"Other, Missing, DK"
030005,Urban,Central,Richest,Lao-Tai
030006,Urban,Central,Richest,Lao-Tai
030007,Urban,Central,,"Other, Missing, DK"
030008,Urban,Central,Richest,Lao-Tai
030009,Urban,Central,Richest,Lao-Tai
030010,Urban,Central,Richest,Lao-Tai
030011,Urban,Central,Richest,Lao-Tai
030012,Urban,Central,Richest,Lao-Tai
030013,Urban,Central,Richest,Lao-Tai
030014,Urban,Central,Richest,Lao-Tai
030015,Urban,Central,,"Other, Missing, DK"
030016,Urban,Central,Richest,Lao-Tai
030017,Urban,Central,Richest,Lao-Tai
030018,Urban,Central,Richest,Lao-Tai
030019,Urban,Central,,"Other, Missing, DK"
030020,Urban,Central,Richest,Lao-Tai
031001,Urban,Central,Richest,Lao-Tai
031002,Urban,Central,,"Other, Missing, DK"
031003,Urban,Central,Rich,Lao-Tai
031004,Urban,Central,Richest,Lao-Tai
031005,Urban,Central,Richest,Lao-Tai
031006,Urban,Central,Richest,Lao-Tai
031007,Urban,Central,,"Other, Missing, DK"
031008,Urban,Central,Richest,Lao-Tai
031009,Urban,Central,Richest,Lao-Tai
031010,Urban,Central,Rich,Lao-Tai
031011,Urban,Central,Richest,Lao-Tai
031012,Urban,Central,,"Other, Missing, DK"
031013,Urban,Central,,"Other, Missing, DK"
031014,Urban,Central,,"Other, Missing, DK"
031015,Urban,Central,,"Other, Missing, DK"
031016,Urban,Central,Richest,Lao-Tai
031017,Urban,Central,Richest,Lao-Tai
031018,Urban,Central,Richest,Lao-Tai
031019,Urban,Central,Richest,Lao-Tai
031020,Urban,Central,Richest,Lao-Tai
032001,Urban,Central,Richest,Lao-Tai
032002,Urban,Central,Richest,Lao-Tai
032003,Urban,Central,Richest,Lao-Tai
032004,Urban,Central,Richest,Lao-Tai
032005,Urban,Central,Richest,Lao-Tai
032006,Urban,Central,Richest,Lao-Tai
032007,Urban,Central,Richest,Lao-Tai
032008,Urban,Central,Richest,Lao-Tai
032009,Urban,Central,Richest,Lao-Tai
