MEMID,ED4A
007019004,Lower Secondary
007019005,Lower Secondary
007019006,Primary
007019007,
007020001,Primary
007020002,Tertiary Education
007020003,Tertiary Education
007020004,Tertiary Education
007020005,Primary
007020006,
007020007,Upper Secondary
008001001,Tertiary Education
008001002,Post secondary non tertiary
008001003,Tertiary Education
008001004,Upper Secondary
008003001,Primary
008003002,Lower Secondary
008003003,
008003004,Tertiary Education
008003005,Lower Secondary
008004001,Post secondary non tertiary
008004002,Post secondary non tertiary
008004003,Preschool
008005001,Post secondary non tertiary
008005002,Lower Secondary
008005003,Preschool
008005004,
008007001,Lower Secondary
008007002,Primary
008007003,Lower Secondary
008007004,Primary
008007005,Primary
008008001,Post secondary non tertiary
008008002,
008009001,Post secondary non tertiary
008009002,Primary
008009003,Primary
008009004,
008010001,Tertiary Education
008010002,Post secondary non tertiary
008010003,Tertiary Education
008010004,Upper Secondary
008012001,Primary
008012002,Primary
008012003,Lower Secondary
008012004,Primary
008012005,Primary
008013001,Post secondary non tertiary
008013002,Tertiary Education
008013003,Preschool
008014001,Tertiary Education
008014002,Lower Secondary
008014003,Primary
008014004,Preschool
008015001,Primary
008015002,Primary
008015003,Primary
008015004,Lower Secondary
008015005,Lower Secondary
008015006,Primary
008015007,
008016001,Lower Secondary
008016002,Lower Secondary
008016003,Lower Secondary
008016004,Primary
008017001,Tertiary Education
008017002,Upper Secondary
008017003,Primary
008017004,Preschool
008017005,
008019001,Primary
008019002,Primary
008019003,Primary
008019004,Lower Secondary
008020001,Tertiary Education
008020002,Lower Secondary
008020003,Lower Secondary
008020004,Primary
009001001,Primary
009001002,Primary
009001003,Primary
009001004,
009002001,Primary
009002002,Primary
009003001,Lower Secondary
009003002,Primary
009003003,Upper Secondary
009003004,Upper Secondary
009003005,
009004001,
009004002,Primary
009004003,Primary
009004004,Lower Secondary
009005001,Primary
009005002,Lower Secondary
009005003,Primary
009006001,Post secondary non tertiary
009006002,Lower Secondary
009006003,Lower Secondary
009006004,Primary
009006005,
009007001,Primary
009007002,Primary
009007003,Lower Secondary
009007004,Primary
009008001,Lower Secondary
009008002,Primary
009008003,Primary
009010001,
009010002,
009010003,
009010004,Lower Secondary
009010005,Primary
009010006,Primary
009010007,
009010008,
009011001,Primary
009011002,Primary
009011003,Lower Secondary
009011004,Primary
009011005,Primary
009011006,
009011007,Primary
009011008,Primary
009011009,
009012001,
009012002,Primary
009012003,Primary
009012004,Primary
009012005,Primary
009012006,Primary
009012007,
009012008,
009012009,Lower Secondary
009012010,
009013001,Lower Secondary
009013002,Lower Secondary
009013003,Preschool
009013004,
009014001,Lower Secondary
009014002,Primary
009015001,Lower Secondary
009015002,Lower Secondary
009015003,Lower Secondary
009015004,Primary
009016001,Upper Secondary
009016002,Primary
009016003,Lower Secondary
009017001,Upper Secondary
009017002,Primary
009017003,
009018001,Primary
009018002,Primary
009018003,Primary
009018004,
009018005,
009020001,Lower Secondary
010001001,Primary
010001002,Post secondary non tertiary
010001003,Primary
010001004,Tertiary Education
010001005,
010001006,Post secondary non tertiary
010001007,Primary
010002001,Primary
010002002,Primary
010002003,Tertiary Education
010002004,Lower Secondary
010002005,Lower Secondary
010003001,Primary
010003002,Primary
010003003,Lower Secondary
010003004,Lower Secondary
010003005,Preschool
010004001,Primary
010004002,Lower Secondary
010004003,Upper Secondary
010004004,
010005001,
010006001,
010006002,Upper Secondary
010006003,Lower Secondary
010006004,Primary
010006005,Lower Secondary
010006006,DK
010007001,Lower Secondary
010007002,Lower Secondary
010007003,Upper Secondary
010007004,Lower Secondary
010008001,Lower Secondary
010008002,
010008003,Upper Secondary
010008004,Upper Secondary
010008005,Upper Secondary
010008006,Primary
010008007,
010008008,Primary
010009001,Primary
010009002,Lower Secondary
010009003,Lower Secondary
010009004,Primary
010009005,Primary
010009006,Upper Secondary
010010001,Lower Secondary
010010002,Lower Secondary
010010003,
010011001,Primary
010011002,Lower Secondary
010011003,Lower Secondary
010011004,Lower Secondary
010011005,Lower Secondary
010011006,Primary
010014001,Primary
010014002,Primary
010014003,Post secondary non tertiary
010014004,Primary
010014005,Primary
010014006,Primary
010014007,
010014008,
010015001,Upper Secondary
010015002,
010015003,Lower Secondary
010015004,Post secondary non tertiary
010015005,Tertiary Education
010015006,Tertiary Education
010015007,Upper Secondary
010015008,Primary
010017001,Lower Secondary
010017002,Primary
010017003,Upper Secondary
010017004,Tertiary Education
010017005,Upper Secondary
010018001,
010018002,Primary
010019001,Primary
010019002,Primary
010019003,
010019004,Primary
010019005,Preschool
010020001,Upper Secondary
010020002,Tertiary Education
010020003,Tertiary Education
010020004,Post secondary non tertiary
010020005,Primary
010020006,
011001001,
011001002,
011001003,Tertiary Education
011001004,Tertiary Education
011001005,Tertiary Education
011001006,Tertiary Education
011001007,Upper Secondary
011001008,Tertiary Education
011001009,Tertiary Education
011001010,Tertiary Education
011001011,Primary
011001012,
011001013,
011002001,Upper Secondary
011002002,Lower Secondary
011002003,
011003001,Primary
011003002,Primary
011003003,Upper Secondary
011004001,Tertiary Education
011004002,Upper Secondary
011004003,Primary
011004004,
011005001,Lower Secondary
011005002,Lower Secondary
011005003,Primary
011005004,Preschool
011006001,Primary
011006002,Lower Secondary
011006003,Lower Secondary
011007001,Tertiary Education
011007002,Primary
011007003,Tertiary Education
011007004,Tertiary Education
011007005,Upper Secondary
011007006,Post secondary non tertiary
011008001,Lower Secondary
011008002,Lower Secondary
011008003,Lower Secondary
011008004,Lower Secondary
011008005,Primary
011009001,Lower Secondary
011009002,Lower Secondary
011009003,Tertiary Education
011009004,Upper Secondary
011009005,Upper Secondary
011010001,Primary
011010002,Primary
011010003,Lower Secondary
011010004,Lower Secondary
011011001,Upper Secondary
011011002,Lower Secondary
011011003,
011012001,Primary
011012002,Primary
011012003,
011012004,
011013001,Lower Secondary
011013002,Post secondary non tertiary
011013003,Preschool
011013004,Preschool
011014001,Primary
011014002,Lower Secondary
011014003,Lower Secondary
011015001,Post secondary non tertiary
011015002,Lower Secondary
011015003,Preschool
011015004,
011016001,Post secondary non tertiary
011016002,Lower Secondary
011016003,
011017001,Lower Secondary
011017002,Primary
011017003,Lower Secondary
011017004,Primary
011017005,Primary
011017006,
011018001,Primary
011018002,
011018003,Lower Secondary
011018004,Lower Secondary
011018005,Upper Secondary
011018006,Upper Secondary
011018007,
011019001,Primary
011019002,Primary
011019003,Primary
011019004,Upper Secondary
011019005,Lower Secondary
011020001,Lower Secondary
011020002,Post secondary non tertiary
011020003,Lower Secondary
011020004,Lower Secondary
011020005,Primary
012001001,Primary
012001002,Primary
012002001,Lower Secondary
012002002,Lower Secondary
012002003,Tertiary Education
012002004,Primary
012002005,Tertiary Education
012002006,Preschool
012002007,Primary
012002008,Upper Secondary
012002009,Preschool
012002010,
012003001,Tertiary Education
012003002,Lower Secondary
012003003,Tertiary Education
012003004,Tertiary Education
012004001,Primary
012004002,Upper Secondary
012004003,Tertiary Education
012004004,Tertiary Education
012004005,Upper Secondary
012004006,Upper Secondary
012004007,Preschool
012005001,Upper Secondary
012005002,Upper Secondary
012006001,Lower Secondary
012006002,Tertiary Education
012006003,Lower Secondary
012006004,Tertiary Education
012006005,Primary
012007001,Post secondary non tertiary
012007002,Primary
012007003,Tertiary Education
012007004,Tertiary Education
012007005,Tertiary Education
012007006,Primary
012007007,Preschool
012008001,Primary
012008002,Post secondary non tertiary
012008003,Lower Secondary
012008004,Primary
012008005,
012009001,Primary
012009002,
012009003,Post secondary non tertiary
012009004,Upper Secondary
012009005,Preschool
012011001,Post secondary non tertiary
012011002,Upper Secondary
012011003,Primary
012012001,Primary
012012002,Primary
012012003,Tertiary Education
012012004,Tertiary Education
012013001,Upper Secondary
012014001,Lower Secondary
012015001,Post secondary non tertiary
012015002,Primary
012015003,
012016001,Lower Secondary
012016002,Upper Secondary
012016003,Upper Secondary
012016004,
012017001,Tertiary Education
012017002,Tertiary Education
012017003,Upper Secondary
012017004,Tertiary Education
012017005,Upper Secondary
012017006,Lower Secondary
012018001,Upper Secondary
012018002,Lower Secondary
012018003,Lower Secondary
012019001,Tertiary Education
012019002,Primary
012019003,Post secondary non tertiary
012019004,Upper Secondary
012019005,
012019006,Upper Secondary
012019007,Upper Secondary
012020001,Tertiary Education
012020002,Tertiary Education
012020003,Tertiary Education
012020004,
013001001,
013001002,
013001003,Lower Secondary
013001004,Post secondary non tertiary
013001005,Primary
013001006,Tertiary Education
013001007,Tertiary Education
013001008,Upper Secondary
013001009,Upper Secondary
013001010,
013002001,Tertiary Education
013002002,Post secondary non tertiary
013002003,Primary
013002004,Primary
013003001,Tertiary Education
013003002,
013003003,Tertiary Education
013003004,Upper Secondary
013003005,Upper Secondary
013003006,Lower Secondary
013004001,Tertiary Education
013004002,Tertiary Education
013004003,Tertiary Education
013004004,Upper Secondary
013004005,Upper Secondary
013005001,Post secondary non tertiary
013005002,Primary
013005003,Tertiary Education
013005004,Upper Secondary
013005005,Upper Secondary
013006001,Tertiary Education
013006002,Tertiary Education
013006003,Upper Secondary
013006004,Lower Secondary
013006005,Lower Secondary
013006006,Primary
013007001,Primary
013007002,Tertiary Education
013007003,Tertiary Education
013007004,Tertiary Education
013007005,Primary
013007006,Preschool
013007007,Tertiary Education
013008001,Lower Secondary
013008002,Primary
013008003,Lower Secondary
013008004,Lower Secondary
013008005,Upper Secondary
013008006,
013009001,Upper Secondary
013009002,Upper Secondary
013009003,Tertiary Education
013009004,Upper Secondary
013009005,Upper Secondary
013010001,Primary
013010002,Lower Secondary
013010003,Primary
013011001,Missing
013011002,Lower Secondary
013011003,
013012001,Primary
013012002,Primary
013012003,Lower Secondary
013012004,Lower Secondary
013013001,Primary
013013002,Post secondary non tertiary
013013003,Tertiary Education
013013004,Lower Secondary
013013005,Tertiary Education
013013006,Tertiary Education
013013007,
013014001,Primary
013014002,Primary
013014003,Lower Secondary
013014004,Primary
013014005,
013015001,Tertiary Education
013015002,Lower Secondary
013015003,Primary
013015004,Preschool
013017001,Lower Secondary
013017002,Upper Secondary
013017003,Post secondary non tertiary
013017004,Tertiary Education
013017005,Upper Secondary
013017006,Tertiary Education
013017007,Tertiary Education
013018001,Primary
013018002,Lower Secondary
013018003,Upper Secondary
013018004,Primary
013018005,Primary
013018006,Primary
013019001,Tertiary Education
013019002,Post secondary non tertiary
013019003,Lower Secondary
013019004,Lower Secondary
013019005,Tertiary Education
013019006,
013019007,Primary
013019008,
013020001,Tertiary Education
013020002,Post secondary non tertiary
013020003,Tertiary Education
013020004,Tertiary Education
014001001,Lower Secondary
014001002,Primary
014001003,Primary
014002001,Post secondary non tertiary
014002002,Lower Secondary
014002003,
014003001,Upper Secondary
014003002,Lower Secondary
014003003,Lower Secondary
014003004,Upper Secondary
014003005,Preschool
014003006,
014004001,Upper Secondary
014004002,Lower Secondary
014004003,Lower Secondary
014004004,Primary
014005001,Post secondary non tertiary
014005002,Post secondary non tertiary
014005003,Tertiary Education
014005004,Upper Secondary
014007001,Upper Secondary
014007002,Upper Secondary
014007003,Post secondary non tertiary
014007004,Lower Secondary
014008001,Tertiary Education
014008002,Upper Secondary
014008003,Tertiary Education
014008004,Upper Secondary
014009001,Primary
014009002,Primary
014009003,Lower Secondary
014009004,Upper Secondary
014009005,Lower Secondary
014009006,Missing
014009007,Primary
014009008,Upper Secondary
014009009,Upper Secondary
014009010,Primary
014009011,Preschool
014009012,Primary
014010001,Primary
014010002,
014010003,Tertiary Education
014010004,Primary
014010005,Primary
014010006,Primary
014011001,Post secondary non tertiary
014011002,Lower Secondary
014011003,Post secondary non tertiary
014011004,Upper Secondary
014011005,Upper Secondary
014011006,Upper Secondary
014011007,Upper Secondary
014011008,Primary
014011009,Preschool
014012001,Tertiary Education
014012002,Tertiary Education
014012003,Tertiary Education
014012004,Upper Secondary
014013001,Tertiary Education
014013002,Upper Secondary
014013003,Lower Secondary
014014001,Tertiary Education
014014002,Post secondary non tertiary
014014003,Tertiary Education
014014004,Tertiary Education
014014005,Upper Secondary
014014006,Primary
014015001,Tertiary Education
014015002,Tertiary Education
014015003,Tertiary Education
014015004,Tertiary Education
014015005,Upper Secondary
014016001,Primary
014016002,Primary
014016003,Upper Secondary
014016004,Upper Secondary
014016005,Primary
014016006,Lower Secondary
014016007,Primary
014017001,Tertiary Education
014017002,Post secondary non tertiary
014017003,Tertiary Education
014017004,Post secondary non tertiary
014017005,Lower Secondary
014017006,Tertiary Education
014017007,Tertiary Education
014018001,Post secondary non tertiary
014018002,Primary
014018003,Primary
014018004,Tertiary Education
014018005,Upper Secondary
014019001,
014019002,Primary
014019003,Primary
015001001,Upper Secondary
015001002,Upper Secondary
015001003,Lower Secondary
015002001,
015002002,Primary
015002003,Primary
015002004,Primary
015002005,
015004001,Primary
015004002,Upper Secondary
015004003,Primary
015004004,
015005001,
015005002,Upper Secondary
015005003,Post secondary non tertiary
015005004,Upper Secondary
015006001,Upper Secondary
015006002,Upper Secondary
015006003,Tertiary Education
015006004,Upper Secondary
015006005,
015007001,Primary
015008001,Tertiary Education
015008002,Post secondary non tertiary
015008003,Tertiary Education
015008004,Upper Secondary
015009001,
015009002,Upper Secondary
015009003,Lower Secondary
015009004,Upper Secondary
015010001,
015010002,Primary
015010003,Upper Secondary
015011001,Lower Secondary
015011002,Primary
015011003,Tertiary Education
015011004,Lower Secondary
015011005,Lower Secondary
015011006,Primary
015012001,Upper Secondary
015012002,Tertiary Education
015012003,Tertiary Education
015012004,Upper Secondary
015012005,Upper Secondary
015012006,Lower Secondary
015012007,Upper Secondary
015012008,
015013001,Tertiary Education
015013002,Post secondary non tertiary
015013003,Preschool
015014001,Post secondary non tertiary
015014002,Primary
015014003,Tertiary Education
015014004,Tertiary Education
015014005,
015015001,Upper Secondary
015015002,Post secondary non tertiary
015015003,Tertiary Education
015015004,Tertiary Education
015015005,Tertiary Education
015016001,Primary
015016002,
015016003,Primary
015016004,Lower Secondary
015016005,Lower Secondary
015016006,Lower Secondary
015016007,Lower Secondary
015016008,Primary
015016009,
015016010,Lower Secondary
015017001,
015017002,Tertiary Education
015017003,Upper Secondary
015017004,
015018001,Lower Secondary
015018002,Primary
015019001,Primary
015019002,Lower Secondary
015020001,
015020002,Lower Secondary
015020003,Primary
015020004,Post secondary non tertiary
015020005,Tertiary Education
015020006,Tertiary Education
015020007,Tertiary Education
015020008,Upper Secondary
015020009,Upper Secondary
015020010,Lower Secondary
015020011,Tertiary Education
016001001,Primary
016001002,Primary
016001003,Primary
016001004,Primary
016002001,Lower Secondary
016002002,Lower Secondary
016002003,Tertiary Education
016002004,Post secondary non tertiary
016002005,Upper Secondary
016002006,Lower Secondary
016002007,Lower Secondary
016002008,
016003001,Tertiary Education
016003002,Tertiary Education
016003003,Preschool
016004001,Primary
016004002,Primary
016004003,Lower Secondary
016004004,Primary
016004005,Primary
016005001,Lower Secondary
016005002,Primary
016005003,Primary
016005004,Primary
016006001,Primary
016006002,
016006003,Primary
016006004,Primary
016006005,Lower Secondary
016006006,Upper Secondary
016006007,Lower Secondary
016006008,Preschool
016007001,Upper Secondary
016007002,Upper Secondary
016007003,Primary
016007004,
016008001,Post secondary non tertiary
016008002,Primary
016008003,Upper Secondary
016008004,Tertiary Education
016010001,Primary
016010002,Primary
016010003,Lower Secondary
016010004,Upper Secondary
016010005,Upper Secondary
016010006,
016011001,Post secondary non tertiary
016011002,
016011003,Post secondary non tertiary
016011004,Primary
016011005,Primary
016012001,Lower Secondary
016012002,Primary
016012003,Lower Secondary
016012004,Primary
016012005,Lower Secondary
016012006,Primary
016012007,
016013001,Lower Secondary
016013002,Primary
016013003,Tertiary Education
016013004,Lower Secondary
016014001,Primary
016014002,Lower Secondary
016014003,Tertiary Education
016014004,Preschool
