MEMID,ED16A
000601071024001,Primary
000601071024002,Primary
000601071024003,Secondary
000601071024004,Primary
000601071024005,Primary
000601071024006,Primary
000601071024007,
000601071026001,Secondary
000601071026002,Primary
000601071026003,Primary
000601071026004,Primary
000601071026005,Primary
000601071026006,Primary
000601071028001,Primary
000601071028002,Primary
000601071028003,Primary
000601071028004,Primary
000601071028005,Primary
000601071028006,Primary
000601071028007,
000601071030001,Secondary
000601071030002,
000601071030003,Primary
000601071030004,Secondary
000601071030005,Primary
000601071030006,Primary
000601071030007,
000601071030008,
000601071032001,Primary
000601071032002,Primary
000601071032003,
000601071032004,
000601071034001,Primary
000601071034002,Primary
000601071034003,Primary
000601071034004,Higher
000601071034005,Primary
000601071034006,Primary
000601071034007,Primary
000601071034008,
000601071036001,
000601071036002,
000601071036003,
000601071036004,Primary
000601071036005,Primary
000601071036006,
000601071036007,
000601071038001,Primary
000601071038002,Primary
000601071038003,
000601071038004,Primary
000601071038005,
000601071038006,
000601071038007,Non-formal curriculum
000601071038008,Non-formal curriculum
000601071040001,Primary
000601071040002,Primary
000601071040003,Primary
000601071040004,Primary
000601071040005,
000601071042001,Secondary
000601071042002,Primary
000601071042003,Primary
000601071042004,Primary
000601071042005,
000601071042006,
000601071042007,Primary
000601071042008,Primary
000601071042009,Higher
000601071042010,
000601071044001,Secondary
000601071044002,Primary
000601071044003,Higher
000601071044004,Secondary
000601071044005,Primary
000601071044006,
000601071044007,
000601071046001,Higher
000601071046002,Primary
000601071046003,Primary
000601071046004,Non-formal curriculum
000601071048001,Primary
000601071048002,Primary
000601071048003,Secondary
000601071048004,Primary
000601071048005,
000601071048006,Primary
000601071048007,
000601071048008,
000601071048009,
000601071050001,Primary
000601071050002,Secondary
000601071050003,Secondary
000601071050004,Secondary
000601120001001,
000601120001002,
000601120001003,
000601120001004,Secondary
000601120001005,
000601120004001,
000601120004002,
000601120004003,
000601120004004,
000601120004005,
000601120004006,
000601120007001,
000601120007002,
000601120007003,
000601120010001,Primary
000601120010002,
000601120010003,
000601120010004,
000601120010005,
000601120016001,Higher
000601120016002,
000601120016003,
000601120016004,
000601120019001,Primary
000601120019002,
000601120019003,
000601120022001,
000601120022002,
000601120025001,Primary
000601120025002,
000601120025003,Primary
000601120025004,
000601120025005,
000601120025006,
000601120028001,
000601120028002,
000601120028003,
000601120028004,
000601120028005,
000601120028006,
000601120028007,
000601120031001,Primary
000601120031002,
000601120031003,
000601120034001,Secondary
000601120034002,
000601120034003,
000601120037001,Primary
000601120037002,Primary
000601120037003,Secondary
000601120037004,Primary
000601120037005,Primary
000601120037006,Primary
000601120037007,Primary
000601120037008,
000601120037009,
000601120040001,
000601120040002,
000601120040003,Primary
000601120040004,
000601120040005,
000601120043001,Secondary
000601120043002,
000601120043003,
000601120043004,
000601120043005,Primary
000601120046001,
000601120046002,
000601120046003,
000601120046004,
000601120046005,
000601120046006,
000601120046007,
000601120049001,
000601120049002,
000601120049003,Primary
000601120049004,
000601120049005,
000601120049006,
000601120049007,Secondary
000601120049008,
000601120049009,
000601120049010,
000601120049011,
000601120049012,
000601120052001,
000601120052002,
000601120052003,
000601120052004,
000601120055001,
000601120055002,
000601120055003,Primary
000601120055004,
000601120055005,
000601120055006,
000601120058001,
000601120058002,
000601120058003,Higher
000601120058004,
000601120058005,Higher
000601120058006,
000601120058007,
000601120058008,
000601120058009,
000601120061001,
000601120061002,
000601120061003,
000601120061004,
000601120061005,
000601120064001,
000601120064002,
000601120064003,Higher
000601120064004,Primary
000601120064005,
000601120064006,
000601120064007,
000601120064008,
000601120064009,
000601120064010,
000601120067001,
000601120067002,
000601120067003,
000601120067004,
000601120067005,
000601120067006,
000601120067007,
000601120067008,
000601120070001,
000601120070002,
000601120070003,Primary
000601120070004,
000601120070005,
000601120073001,
000601120073002,
000601120073003,
000601120073004,
000601120073005,
000601120073006,
000601120073007,
000601120073008,
000602035002001,Primary
000602035002002,Primary
000602035002003,Higher
000602035002004,Higher
000602035002005,Secondary
000602035002006,Primary
000602035002007,Primary
000602035002008,Primary
000602035004001,
000602035004002,Secondary
000602035004003,Primary
000602035004004,Primary
000602035004005,Secondary
000602035004006,Primary
000602035004007,Primary
000602035004008,Primary
000602035004009,Primary
000602035006001,
000602035006002,
000602035008001,Primary
000602035008002,
000602035008003,Secondary
000602035008004,Secondary
000602035008005,Secondary
000602035008006,Primary
000602035008007,Secondary
000602035010001,
000602035010002,Primary
000602035010003,Primary
000602035010004,Primary
000602035012001,
000602035012002,
000602035012003,
000602035012004,
000602035014001,
000602035014002,
000602035014003,
000602035014004,
000602035016001,
000602035016002,Secondary
000602035016003,Primary
000602035018001,Secondary
000602035018002,
000602035018003,Primary
000602035020001,
000602035020002,
000602035020003,Primary
000602035020004,
000602035020005,
000602035022001,Non-formal curriculum
000602035022002,
000602035022003,Primary
000602035024001,
000602035024002,
000602035024003,Primary
000602035024004,Secondary
000602035024005,Secondary
000602035024006,Primary
000602035024007,Primary
000602035024008,Higher
000602035026001,Secondary
000602035026002,Secondary
000602035026003,Secondary
000602035026004,Primary
000602035026005,Primary
000602035026006,Primary
000602035028001,Higher
000602035028002,Primary
000602035028003,Primary
000602035028004,Primary
000602035030001,
000602035030002,
000602035030003,
000602035030004,Primary
000602035030005,Primary
000602035032001,Secondary
000602035032002,
000602035032003,Primary
000602035032004,Primary
000602035032005,Primary
000602035032006,
000602035034001,Primary
000602035034002,Primary
000602035034003,Primary
000602035034004,
000602035034005,
000602035036001,
000602035036002,Primary
000602035036003,Primary
000602035036004,Primary
000602035036005,
000602035036006,
000602035038001,
000602035038002,Primary
000602035038003,Secondary
000602035038004,Secondary
000602035038005,Primary
000602035038006,Primary
000602035038007,Primary
000602035040001,Primary
000602035040002,Primary
000602035040003,
000602035042001,
000602035042002,
000602035042003,
000602035042004,
000602035044001,Secondary
000602035044002,Primary
000602035044003,Primary
000602035044004,Primary
000602035044005,
000602035046001,Secondary
000602035046002,Secondary
000602035046003,Primary
000602035046004,Primary
000602035046005,Primary
000602035046006,
000602035046007,
000602035046008,Secondary
000602035048001,Primary
000602035048002,Non-formal curriculum
000602035048003,Primary
000602035048004,Primary
000602035048005,
000602035048006,Primary
000602035048007,Primary
000602035048008,Primary
000602035048009,
000602035050001,Secondary
000602035050002,Primary
000602035050003,
000602035050004,Secondary
000602035050005,Secondary
000602035050006,Primary
000602035050007,Primary
000602035050008,Primary
000602101001001,Secondary
000602101001002,Secondary
000602101001003,Primary
000602101001004,Primary
000602101001005,Primary
000602101002001,
000602101002002,
000602101002003,Secondary
000602101002004,Primary
000602101002005,Higher
000602101002006,Primary
000602101002007,Primary
000602101003001,Secondary
000602101003002,
000602101003003,Primary
000602101003004,
000602101003005,
000602101004001,Secondary
000602101004002,
000602101004003,Primary
000602101004004,Primary
000602101004005,
000602101005001,Primary
000602101005002,
000602101005003,Primary
000602101005004,Primary
000602101005005,
000602101005006,
000602101006001,
000602101006002,
000602101006003,
000602101007001,
000602101007002,
000602101007003,Secondary
000602101007004,Primary
000602101007005,
000602101007006,
000602101007007,
000602101009001,
000602101009002,
000602101009003,
000602101010001,
000602101010002,
000602101010003,
000602101011001,
000602101011002,
000602101011003,Primary
000602101011004,Primary
000602101011005,
000602101012001,
000602101012002,
000602101012003,Primary
000602101012004,
000602101012005,
000602101013001,
000602101013002,
000602101013003,Secondary
000602101013004,Secondary
000602101013005,Secondary
000602101013006,Primary
000602101014001,
000602101014002,Secondary
000602101014003,
000603033002001,Primary
000603033002002,Primary
000603033002003,Primary
000603033002004,Primary
000603033004001,Primary
000603033004002,Primary
000603033004003,Primary
000603033004004,Primary
000603033004005,Primary
000603033006001,Primary
000603033006002,Primary
000603033006003,Primary
000603033006004,Primary
000603033006005,Primary
000603033006006,Primary
000603033008001,
000603033008002,
000603033008003,
000603033010001,Primary
000603033010002,Primary
000603033010003,Primary
000603033010004,Primary
000603033010005,Primary
000603033010006,Primary
000603033010007,Primary
000603033012001,Primary
000603033012002,Primary
000603033012003,Primary
000603033012004,Primary
000603033012005,
000603033012006,
000603033012007,
000603033014001,
000603033014002,Primary
000603033014003,Primary
000603033014004,Primary
000603033014005,Primary
000603033014006,Primary
000603033014007,Primary
000603033014008,
000603033016001,Primary
000603033016002,
000603033016003,
000603033016004,
000603033016005,Primary
000603033016006,
000603033016007,
000603033018001,Primary
000603033018002,
000603033018003,Primary
000603033018004,Primary
000603033018005,
000603033018006,
000603033020001,Primary
000603033020002,Primary
000603033020003,Primary
000603033020004,Primary
000603033020005,
000603033020006,
000603033020007,Primary
000603033022001,Primary
000603033022002,
000603033022003,
000603033026001,Primary
000603033026002,
000603033026003,Primary
000603033026004,Primary
000603033028001,Primary
000603033028002,Primary
000603033028003,
000603033028004,Primary
000603033028005,Primary
000603033028006,
000603033028007,
000603033028008,
000603033030001,Secondary
000603033030002,Primary
000603033030003,
000603033030004,
000603033030005,
000603033032001,Primary
000603033032002,
000603033032003,
000603033034001,
000603033034002,
000603033034003,
000603033034004,
000603033036001,
000603033036002,
000603033036003,Primary
000603033036004,
000603033036005,
000603033036006,
000603033038001,Primary
000603033038002,
000603033038003,
000603033038004,Primary
000603033038005,Primary
000603033038006,
000603033040001,Primary
000603033040002,
000603033040003,Primary
000603033040004,
000603033040005,
000603033040006,
000603033040007,
000603033042001,Primary
000603033042002,Primary
000603033042003,Primary
000603033042004,Primary
000603033042005,Primary
000603033044001,Secondary
000603033044002,Secondary
000603033044003,Primary
000603033044004,
000603033046001,Primary
000603033046002,
000603033046003,
000603033046004,
000603033048001,
000603033048002,
000603033050001,Primary
000603033050002,Primary
000604017001001,Primary
000604017001002,Primary
000604017001003,Primary
000604017001004,Primary
000604017001005,Primary
000604017001006,Primary
000604017003001,Secondary
000604017003002,Secondary
000604017003003,Primary
000604017003004,Primary
000604017003005,Primary
000604017003006,Primary
000604017003007,
000604017003008,Primary
000604017003009,
000604017005001,Higher
000604017005002,Primary
000604017005003,Secondary
000604017005004,Secondary
000604017005005,Secondary
000604017005006,Primary
000604017005007,Primary
000604017005008,Primary
000604017005009,
000604017005010,
000604017007001,Secondary
000604017007002,Primary
000604017007003,Primary
000604017007004,Primary
000604017007005,
000604017009001,Primary
000604017009002,
000604017009003,Primary
000604017009004,Primary
000604017009005,Primary
000604017009006,Primary
000604017009007,Primary
000604017009008,Primary
000604017011001,Primary
000604017011002,
000604017011003,Secondary
000604017011004,Primary
000604017011005,Primary
000604017011006,Primary
000604017013001,Primary
000604017013002,Primary
000604017013003,Primary
000604017013004,Non-formal curriculum
000604017013005,Secondary
000604017013006,Primary
000604017013007,Primary
000604017015001,Primary
000604017015002,Primary
000604017015003,Secondary
000604017015004,Primary
000604017015005,Primary
000604017015006,Primary
000604017015007,
000604017015008,
000604017017001,Primary
000604017017002,Primary
000604017017003,Primary
000604017017004,
000604017017005,
000604017019001,Primary
000604017019002,Secondary
000604017019003,Secondary
000604017019004,Primary
000604017019005,
000604017019006,
000604017019007,
000604017019008,Primary
000604017019009,Primary
000604017019010,Primary
000604017019011,
000604017021001,Primary
000604017021002,Primary
000604017021003,Primary
000604017021004,Primary
000604017021005,Primary
000604017021006,Primary
000604017021007,
000604017021008,
000604017021009,Secondary
000604017023001,
000604017023002,
000604017023003,Primary
000604017023004,Primary
000604017023005,Higher
000604017025001,Primary
000604017025002,
000604017025003,Higher
000604017025004,Primary
000604017025005,
000604017027001,Secondary
000604017027002,Primary
000604017027003,Primary
000604017027004,Primary
000604017027005,Primary
000604017027006,Primary
000604017027007,
000604017027008,
000604017029001,Primary
000604017029002,Primary
000604017029003,Primary
000604017029004,Primary
000604017029005,Primary
000604017029006,Primary
000604017029007,
000604017031001,
000604017031002,Primary
000604017031003,Primary
000604017031004,
000604017033001,Primary
000604017033002,Higher
000604017033003,
000604017033004,
000604017035001,Primary
000604017035002,Primary
000604017035003,Primary
000604017035004,Higher
000604017035005,Primary
000604017035006,Primary
000604017035007,Primary
000604017037001,Primary
000604017037002,
000604017037003,
000604017037004,Primary
000604017037005,Primary
000604017037006,
000604017037007,
000604017039001,
000604017039002,Primary
000604017039003,
000604017041001,
000604017041002,Primary
000604017041003,Primary
000604017041004,Primary
000604017041005,
000604017043001,Primary
000604017043002,Primary
000604017043003,Primary
000604017043004,
000604017043005,Primary
000604017045001,
000604017045002,
000604017045003,
000604017045004,
000604017047001,
000604017047002,Primary
000604017047003,
000604017049001,
000604017049002,Primary
000604017049003,Primary
000604017049004,
000604075002001,Primary
000604075002002,
000604075002003,Secondary
000604075002004,
000604075004001,Secondary
000604075004002,Primary
000604075004003,
000604075004004,Secondary
000604075004005,Primary
000604075004006,Primary
000604075004007,
000604075006001,Primary
000604075006002,Secondary
000604075006003,
000604075006004,
000604075006005,Primary
000604075006006,
000604075006007,
000604075006008,
000604075008001,Primary
000604075008002,Primary
000604075008003,Secondary
000604075008004,Primary
000604075008005,Primary
000604075008006,Primary
000604075010001,
000604075010002,
000604075010003,Primary
000604075010004,Primary
000604075010005,
000604075012001,Secondary
000604075012002,Primary
000604075012003,Primary
000604075012004,Primary
000604075012005,Primary
000604075012006,Primary
000604075012007,Primary
000604075012008,Primary
000604075012009,Primary
000604075014001,Secondary
000604075014002,Secondary
000604075014003,Higher
000604075014004,Secondary
000604075014005,Primary
000604075014006,Primary
000604075014007,
000604075016001,Secondary
000604075016002,Secondary
000604075016003,
000604075018001,Primary
000604075018002,Primary
000604075018003,Primary
000604075020001,Secondary
000604075020002,Primary
000604075020003,Primary
000604075020004,
000604075024001,Secondary
000604075024002,
000604075026001,Secondary
000604075026002,Primary
000604075026003,Primary
000604075026004,Primary
000604075026005,Primary
000604075028001,Primary
000604075028002,Primary
000604075028003,Primary
000604075028004,Primary
000604075028005,
000604075030001,Primary
000604075030002,Primary
000604075030003,Primary
000604075030004,Primary
000604075032001,Primary
000604075032002,Primary
000604075032003,Secondary
000604075032004,Primary
000604075032005,Primary
000604075032006,
000604075032007,
000604075034001,
000604075034002,
000604075036001,Secondary
000604075036002,Secondary
000604075036003,
000604075036004,
000604075038001,Secondary
000604075038002,Primary
000604075038003,Primary
000604075038004,Primary
000604075040001,Primary
000604075040002,Primary
000604075040003,
000604075042001,Primary
000604075042002,Primary
000604075042003,Primary
000604075042004,
000604075044001,Primary
000604075044002,Primary
000604075044003,Secondary
000604075044004,Primary
000604075044005,Primary
000604075044006,Primary
000604075044007,
000604075046001,Primary
000604075046002,Secondary
000604075046003,
000604075046004,
000604075048001,Higher
000604075048002,Primary
000604075048003,Primary
000604075048004,Primary
000604075048005,
000604075048006,Primary
000604075050001,Primary
000604075050002,Primary
000604075050003,
000605071001001,Secondary
000605071001002,Primary
000605071001003,
000605071001004,
000605071001005,
000605071001006,
000605071001007,
000605071002001,Primary
000605071002002,
000605071002003,
000605071002004,
000605071002005,
000605071002006,
000605071002007,
000605071002008,
000605071003001,Primary
000605071003002,
000605071003003,
000605071003004,
000605071003005,
000605071004001,
000605071004002,
000605071004003,
000605071004004,
000605071004005,
000605071004006,
000605071005001,
000605071005002,
000605071005003,Primary
000605071005004,
000605071005005,
000605071006001,Primary
000605071006002,
000605071006003,
000605071006004,
000605071006005,
000605071006006,
000605071006007,
000605071006008,
000605071007001,
000605071007002,
000605071007003,
000605071007004,
000605071007005,
000605071007006,
000605071007007,
000605071007008,
000605071007009,
000605071007010,
000605071008001,
000605071008002,
000605071008003,
000605071008004,
000605071009001,
000605071009002,
000605071009003,
000605071010001,Primary
000605071010002,
000605071010003,
000605071010004,
000605071010005,
000605071010006,
000605071010007,Primary
000605071012001,
000605071012002,
000605071012003,
000605071012004,
000605071012005,
000605071012006,
000605071012007,
000605071013001,Primary
000605071013002,
000605071013003,Primary
000605071013004,Primary
000605071013005,
000605071014001,
000605071014002,
000605071014003,
000605071014004,
000605071015001,
000605071015002,
000605071015003,
000605071015004,
000605071015005,
000605071016001,Primary
000605071016002,
000605071016003,
000605071016004,
000605071016005,
000605071017001,
000605071017002,
000605071018001,
000605071018002,
000605071018003,
000605071018004,
000605071018005,
000605071019001,
000605071019002,
000605071019003,
000605071019004,
000605071019005,
000605071020001,
000605071020002,
000605071020003,
000605071020004,
000605071021001,
000605071021002,
000605071021003,
000605071021004,
000605071021005,
000605071022001,
000605071022002,
000605071022003,
000605071022004,
000605071022005,
000605071023001,
000605071023002,
000605071023003,
000605071024001,
000605071024002,
000605071024003,
000605071024004,
000605071025001,
000605071025002,
000605071025003,
000605071025004,
000605071025005,
000605119008001,
000605119008002,
000605119008003,Primary
000605119008004,Primary
000605119008005,
000605119016001,Primary
000605119016002,
000605119016003,Primary
000605119016004,Primary
000605119016005,
000605119016006,
000605119016007,
000605119024001,Primary
000605119024002,Primary
000605119024003,Primary
000605119024004,
000605119032001,Secondary
000605119032002,Secondary
000605119032003,Primary
000605119032004,
000605119032005,
000605119032006,Primary
000605119040001,
000605119040002,
000605119040003,Secondary
000605119040004,Primary
000605119040005,Primary
000605119040006,Primary
000605119040007,Primary
000605119040008,Primary
000605119048001,Primary
000605119048002,
000605119048003,Primary
000605119048004,Primary
000605119048005,Primary
000605119056001,Primary
000605119056002,
000605119056003,Primary
000605119056004,Primary
000605119056005,Primary
000605119056006,
000605119056007,
000605119064001,
000605119064002,Primary
000605119064003,
000605119064004,Secondary
000605119064005,Primary
000605119064006,
000605119064007,
000605119064008,
000605119072001,Primary
000605119072002,
000605119072003,
000605119072004,
000605119072005,
000605119072006,
000605119080001,
000605119080002,
000605119080003,
000605119080004,
000605119088001,
000605119088002,
000605119096001,
000605119096002,
000605119096003,Primary
000605119096004,Primary
000605119096005,
000605119104001,Primary
000605119104002,
000605119104003,
000605119104004,Primary
000605119104005,Primary
000605119104006,Primary
000605119104007,Primary
000605119104008,Primary
000605119104009,
000605119104010,
000605119112001,Primary
000605119112002,
000605119112003,Primary
000605119112004,Primary
000605119112005,Primary
000605119112006,Primary
000605119112007,Primary
000605119112008,
000605119120001,Primary
000605119120002,
000605119128001,Primary
000605119128002,
000605119128003,Primary
000605119128004,
000605119136001,Primary
000605119136002,Primary
000605119136003,Primary
000605119136004,Primary
000605119136005,Primary
000605119136006,
000605119136007,
000605119136008,
000605119136009,Primary
000605119144001,Primary
000605119144002,Primary
000605119144003,Primary
000605119144004,
000605119144005,
000605119144006,
000605119144007,
000605119152001,
000605119152002,
000605119152003,Primary
000605119152004,
000605119152005,
000605119152006,
000605119152007,
000605119160001,Secondary
000605119160002,Primary
000605119168001,Primary
000605119168002,
000605119168003,Primary
000605119174001,
000605119174002,Primary
000605119174003,Primary
000605119174004,Primary
000605119182001,
000605119182002,
000605119182003,
000605119182004,
000605119182005,
000605119182006,
000605119182007,Primary
000605119182008,Higher
000605119190001,
000605119190002,
000605119190003,
000605119190004,
000605119190005,
000605119190006,
000605119198001,Primary
000605119198002,
000605119198003,Primary
000605119198004,Primary
000605119198005,
000606010001001,Primary
000606010001002,
000606010001003,
000606010001004,Primary
000606010001005,Primary
000606010001006,
000606010001007,
000606010001008,
000606010002001,Primary
000606010002002,
000606010002003,Primary
000606010002004,
000606010002005,
000606010003001,
000606010003002,Primary
000606010003003,Primary
000606010003004,
000606010003005,
000606010003006,
000606010003007,
000606010003008,
000606010004001,Primary
000606010004002,
000606010004003,
000606010004004,
000606010004005,
000606010005001,Primary
000606010005002,
000606010005003,
000606010005004,Primary
000606010005005,
000606010005006,
000606010005007,
000606010006001,Primary
000606010006002,
000606010006003,
000606010006004,Primary
000606010006005,
000606010007001,Primary
000606010007002,
000606010007003,
000606010007004,Primary
000606010007005,Primary
000606010007006,Primary
000606010007007,
000606010007008,
000606010007009,
000606010008001,Primary
000606010008002,
000606010008003,Primary
000606010008004,
000606010008005,
000606010008006,
000606010008007,Primary
000606010008008,
000606010009001,Primary
000606010009002,Primary
000606010009003,
000606010009004,Primary
000606010009005,Missing
000606010009006,Missing
000606010009007,
000606010009008,
000606010009009,
000606010010001,Secondary
000606010010002,
000606010010003,Primary
000606010010004,
000606010010005,
000606010011001,Primary
000606010011002,
000606010011003,Primary
000606010011004,Primary
000606010011005,
000606010011006,
000606010011007,
000606010012001,Primary
000606010012002,
000606010012003,Primary
000606010012004,
000606010012005,Primary
000606010012006,
000606010013001,
000606010013002,
000606010013003,Primary
000606010013004,
000606010013005,
000606010013006,
000606010013007,
000606010014001,Primary
000606010014002,
000606010014003,
000606010014004,
000606010014005,Primary
000606010014006,
000606010014007,
000606010015001,
000606010015002,
000606010015003,Primary
000606010015004,Primary
000606010015005,Primary
000606010015006,Primary
000606010015007,Primary
000606010015008,
000606010015009,
000606010016001,Primary
000606010016002,
000606010016003,Primary
000606010016004,Primary
000606010016005,
000606010017001,Primary
000606010017002,Primary
000606010017003,Primary
000606010017004,Primary
000606010017005,Primary
000606010017006,
000606010017007,
000606010017008,
000606010017009,
000606010018001,
000606010018002,
000606010018003,Primary
000606010018004,Primary
000606010018005,Primary
000606010018006,
000606010018007,
000606010018008,
000606010019001,Primary
000606010019002,
000606010019003,Primary
000606010019004,Primary
000606010019005,
000606010019006,
000606010019007,
000606010020001,Primary
000606010020002,
000606010020003,
000606010020004,
000606010021001,Primary
000606010021002,
000606010021003,
000606010021004,
000606010021005,
000606010022001,Primary
000606010022002,
000606010022003,
000606093001001,Primary
000606093001002,Primary
000606093001003,Primary
000606093001004,Primary
000606093001005,
000606093001006,
000606093001007,
000606093001008,
000606093002001,Primary
000606093002002,
000606093002003,Primary
000606093002004,Primary
000606093002005,Primary
000606093003001,Primary
000606093003002,Primary
000606093003003,Secondary
000606093003004,Primary
000606093003005,Primary
000606093003006,Primary
000606093003007,
000606093003008,
000606093003009,
000606093004001,Primary
000606093004002,Primary
000606093004003,Primary
000606093004004,
000606093005001,Primary
000606093005002,Primary
000606093006001,Secondary
000606093006002,Secondary
000606093006003,
000606093007001,Primary
000606093007002,Primary
000606093007003,Secondary
000606093007004,Primary
000606093007005,Primary
000606093007006,Primary
000606093007007,
000606093007008,
000606093008001,Primary
000606093008002,Primary
000606093008003,Primary
000606093008004,Primary
000606093008005,Primary
000606093008006,Primary
000606093008007,Primary
000606093008008,
000606093008009,
000606093008010,
000606093009001,
000606093009002,Primary
000606093010001,
000606093010002,
000606093010003,
000606093011001,Primary
000606093011002,
000606093011003,Primary
000606093011004,Primary
000606093011005,Primary
000606093011006,Primary
000606093011007,
000606093011008,
000606093011009,
000606093012001,Primary
000606093012002,Primary
000606093012003,Primary
000606093012004,Primary
000606093012005,
000606093012006,Primary
000606093012007,
000606093012008,
000606093012009,
000606093012010,Primary
000606093013001,Primary
000606093013002,Primary
000606093013003,Primary
000606093013004,Primary
000606093013005,Primary
000606093013006,Primary
000606093014001,Primary
000606093014002,Primary
000606093014003,
000606093015001,Primary
000606093015002,Primary
000606093015003,
000606093015004,
000606093016001,Primary
000606093016002,
000606093016003,Primary
000606093016004,Primary
000606093016005,
000606093016006,
000606093016007,Primary
000606093016008,Secondary
000606093016009,
000606093016010,
000606093017001,
000606093017002,
000606093017003,Primary
000606093017004,Primary
000606093018001,Primary
000606093018002,
000606093018003,
000606093018004,
000606093018005,Secondary
000606093018006,Primary
000606093018007,
000606093018008,
000606093019001,Primary
000606093019002,
000606093019003,Secondary
000606093019004,Primary
000606093019005,
000606093019006,
000606093020001,Primary
000606093020002,Primary
000606093020003,
000606093021001,Primary
000606093021002,Primary
000606093021003,Primary
000606093022001,Primary
000606093022002,
000606093022003,
000606093022004,
000606093023001,Higher
000606093023002,Primary
000606093023003,
000606093023004,Primary
000606093023005,Primary
000606093023006,Primary
000606093023007,
000606093024001,Secondary
000606093024002,Secondary
000606093024003,
000606093024004,
000606093024005,
000606093024006,
000606093025001,Primary
000606093025002,Primary
000606093025003,Primary
000606093025004,Primary
000606093025005,Primary
000606093025006,
000606159001001,
000606159001002,
000606159001003,
000606159001004,Primary
000606159001005,Primary
000606159001006,
000606159001007,Primary
000606159001008,
000606159003001,Primary
000606159003002,
000606159003003,Primary
000606159003004,Primary
000606159003005,Primary
000606159003006,Primary
000606159003007,Primary
000606159003008,
000606159003009,
000606159003010,
000606159003011,Primary
000606159003012,
000606159003013,
000606159003014,
000606159005001,
000606159005002,Primary
000606159005003,Primary
000606159005004,Primary
000606159005005,
000606159005006,
000606159007001,
000606159007002,
000606159007003,Primary
000606159007004,Primary
000606159007005,
000606159007006,Primary
000606159007007,
000606159007008,Primary
000606159007009,
000606159007010,
000606159009001,Primary
000606159009002,Primary
000606159009003,
000606159009004,Primary
000606159009005,Primary
000606159009006,Primary
000606159009007,
000606159009008,
000606159011001,Primary
000606159011002,
000606159011003,Primary
000606159011004,Primary
000606159011005,
000606159011006,
000606159011007,
000606159013001,Primary
000606159013002,Primary
000606159013003,Primary
000606159015001,Secondary
000606159015002,Secondary
000606159015003,Primary
000606159015004,Primary
000606159015005,
000606159015006,
000606159017001,Primary
000606159017002,Primary
000606159017003,
000606159017004,Primary
000606159017005,
000606159017006,Primary
000606159017007,
000606159019001,
000606159019002,
000606159019003,Primary
000606159019004,Primary
000606159019005,Primary
000606159019006,Primary
000606159019007,Primary
000606159021001,
000606159021002,
000606159021003,Primary
000606159021004,
000606159023001,
000606159023002,Primary
000606159023003,
000606159023004,Primary
000606159025001,Primary
000606159025002,
000606159025003,Primary
000606159025004,
000606159025005,Primary
000606159025006,
000606159025007,
000606159025008,
000606159027001,Primary
000606159027002,Primary
000606159027003,Primary
000606159027004,Primary
000606159027005,Primary
000606159027006,Primary
000606159029001,
000606159029002,
000606159029003,Primary
000606159029004,Primary
000606159029005,
000606159029006,
000606159031001,
000606159031002,
000606159031003,Primary
000606159031004,Primary
000606159031005,Secondary
000606159031006,Primary
000606159031007,
000606159031008,Primary
000606159031009,
000606159033001,
000606159033002,
000606159033003,
000606159033004,
000606159033005,Primary
000606159033006,Primary
000606159033007,
000606159035001,Primary
000606159035002,
000606159035003,
000606159035004,Primary
000606159035005,Primary
000606159035006,Primary
000606159035007,Primary
000606159035008,
000606159037001,Primary
000606159037002,Primary
000606159037003,
000606159037004,
000606159039001,Primary
000606159039002,
000606159039003,Primary
000606159039004,
000606159041001,Primary
000606159041002,
000606159041003,
000606159043001,
000606159043002,
000606159043003,
000606159043004,
000606159043005,
000606159045001,
000606159045002,
000606159045003,
000606159045004,
000606159047001,
000606159047002,Primary
000606159047003,Primary
000606159047004,Primary
000606159047005,
000606159049001,
000606159049002,
000606159049003,
000606159049004,Primary
000606159049005,
000606159049006,
000606159049007,
000607071001001,Primary
000607071001002,
000607071001003,
000607071001004,
000607071001005,
000607071001006,
000607071002001,Primary
000607071002002,
000607071002003,
000607071002004,
000607071002005,
000607071003001,Primary
000607071003002,
000607071003003,
000607071003004,
000607071003005,
000607071004001,
000607071004002,
000607071004003,
000607071004004,
000607071004005,
000607071004006,
000607071005001,
000607071005002,
000607071005003,
000607071005004,
000607071005005,
000607071005006,
000607071006001,
000607071006002,
000607071006003,
000607071006004,
000607071007001,
000607071007002,
000607071007003,
000607071008001,
000607071008002,
000607071008003,
000607071008004,
000607071009001,
000607071009002,
000607071009003,
000607071009004,
000607071009005,
000607071010001,Primary
000607071010002,
000607071010003,
000607071011001,
000607071011002,
000607071011003,
000607071012001,
000607071012002,
000607071012003,
000607071013001,
000607071013002,
000607071013003,
000607071013004,
000607071014001,
000607071014002,
000607071014003,
000607071014004,
000607071014005,
000607071015001,Primary
000607071015002,
000607071015003,
000607071015004,
000607071016001,
000607071016002,
000607071016003,
000607071016004,
000607071017001,
000607071017002,
000607071017003,
000607071017004,
000607071018001,
000607071018002,
000607071018003,
000607071018004,
000607071018005,
000607071018006,
000607071018007,
000607071019001,
000607071019002,
000607071019003,
000607071020001,
000607071020002,
000607071020003,
000607071020004,
000607071020005,
000607071021001,
000607071021002,
000607071021003,
000607071021004,
000607071022001,
000607071022002,
000607071022003,
