HHID,residence,region,wealth_q,eth_hoh
000101029140,Urban,Central,Poor,Lao-Tai
000101029149,Urban,Central,Rich,Lao-Tai
000101029158,Urban,Central,Poor,Lao-Tai
000101029167,Urban,Central,Poor,Lao-Tai
000101029176,Urban,Central,Poor,"Other, DK, Missing"
000101029185,Urban,Central,Poor,Lao-Tai
000101029194,Urban,Central,Poor,Lao-Tai
000101029203,Urban,Central,Poor,Lao-Tai
000101029212,Urban,Central,Poor,Lao-Tai
000101029221,Urban,Central,Poor,Lao-Tai
000102013002,Urban,Central,Middle,Lao-Tai
000102013008,Urban,Central,Middle,Lao-Tai
000102013014,Urban,Central,Middle,Lao-Tai
000102013020,Urban,Central,Middle,Lao-Tai
000102013026,Urban,Central,Middle,Lao-Tai
000102013032,Urban,Central,Middle,Lao-Tai
000102013038,Urban,Central,Rich,Lao-Tai
000102013044,Urban,Central,Middle,Lao-Tai
000102013050,Urban,Central,Poor,Lao-Tai
000102013056,Urban,Central,Middle,Lao-Tai
000102013062,Urban,Central,Rich,Lao-Tai
000102013068,Urban,Central,Poor,Lao-Tai
000102013074,Urban,Central,Rich,Lao-Tai
000102013080,Urban,Central,Poor,Lao-Tai
000102013086,Urban,Central,Middle,Lao-Tai
000102013092,Urban,Central,Poor,Lao-Tai
000102013098,Urban,Central,Rich,Lao-Tai
000102013104,Urban,Central,Middle,Lao-Tai
000102013110,Urban,Central,Poor,Lao-Tai
000102013116,Urban,Central,Richest,Lao-Tai
000102013122,Urban,Central,Middle,Lao-Tai
000102013128,Urban,Central,Poor,Lao-Tai
000102013134,Urban,Central,Rich,Lao-Tai
000102013140,Urban,Central,Rich,Lao-Tai
000102013146,Urban,Central,Middle,Lao-Tai
000102033005,Urban,Central,Rich,Lao-Tai
000102033015,Urban,Central,Rich,Lao-Tai
000102033025,Urban,Central,Middle,Lao-Tai
000102033035,Urban,Central,Middle,Lao-Tai
000102033045,Urban,Central,Rich,Lao-Tai
000102033055,Urban,Central,Middle,Lao-Tai
000102033065,Urban,Central,Rich,Lao-Tai
000102033075,Urban,Central,Rich,Lao-Tai
000102033085,Urban,Central,Rich,Lao-Tai
000102033095,Urban,Central,Middle,Lao-Tai
000102033105,Urban,Central,Middle,Lao-Tai
000102033115,Urban,Central,Rich,Lao-Tai
000102033125,Urban,Central,Middle,Lao-Tai
000102033135,Urban,Central,Rich,Lao-Tai
000102033145,Urban,Central,Middle,Lao-Tai
000102033155,Urban,Central,Middle,Lao-Tai
000102033165,Urban,Central,Rich,Lao-Tai
000102033175,Urban,Central,Middle,Lao-Tai
000102033185,Urban,Central,Middle,Lao-Tai
000102033195,Urban,Central,Poor,Lao-Tai
000102033205,Urban,Central,Poor,Lao-Tai
000102033215,Urban,Central,Rich,Lao-Tai
000102033235,Urban,Central,Rich,Lao-Tai
000102033245,Urban,Central,Poor,Lao-Tai
000102049003,Urban,Central,Poor,Lao-Tai
000102049008,Urban,Central,Richest,Lao-Tai
000102049013,Urban,Central,Middle,Lao-Tai
000102049018,Urban,Central,Rich,Lao-Tai
000102049023,Urban,Central,Richest,Lao-Tai
000102049028,Urban,Central,Rich,Lao-Tai
000102049033,Urban,Central,Poorest,Lao-Tai
000102049038,Urban,Central,Middle,Lao-Tai
000102049043,Urban,Central,Richest,Lao-Tai
000102049048,Urban,Central,Rich,Lao-Tai
000102049053,Urban,Central,Middle,Lao-Tai
000102049059,Urban,Central,Richest,Lao-Tai
000102049063,Urban,Central,Richest,Lao-Tai
000102049068,Urban,Central,Poor,Lao-Tai
000102049073,Urban,Central,Poor,Lao-Tai
000102049078,Urban,Central,Poor,Lao-Tai
000102049083,Urban,Central,Richest,Lao-Tai
000102049088,Urban,Central,Poorest,Lao-Tai
000102049093,Urban,Central,Poorest,Lao-Tai
000102049098,Urban,Central,Poor,Lao-Tai
000102049103,Urban,Central,Poorest,Mon-Khmer
000102049108,Urban,Central,Poor,Lao-Tai
000102049113,Urban,Central,Poor,Lao-Tai
000102049115,Urban,Central,Rich,Lao-Tai
000102049123,Urban,Central,Rich,Lao-Tai
000103005022,Urban,Central,Middle,Lao-Tai
000103005038,Urban,Central,Middle,Lao-Tai
000103005054,Urban,Central,Rich,Lao-Tai
000103005070,Urban,Central,Middle,Lao-Tai
000103005102,Urban,Central,Rich,Lao-Tai
000103005118,Urban,Central,Rich,Lao-Tai
000103005134,Urban,Central,Middle,Lao-Tai
000103005150,Urban,Central,Middle,Lao-Tai
000103005166,Urban,Central,Poor,Lao-Tai
000103005178,Urban,Central,Poor,Lao-Tai
000103005182,Urban,Central,Poor,Lao-Tai
000103005198,Urban,Central,Middle,Lao-Tai
000103005214,Urban,Central,Rich,Lao-Tai
000103005230,Urban,Central,Poor,Lao-Tai
000103005246,Urban,Central,Richest,"Other, DK, Missing"
000103005262,Urban,Central,Rich,Lao-Tai
000103005294,Urban,Central,Middle,Lao-Tai
000103005310,Urban,Central,Rich,Lao-Tai
000103005326,Urban,Central,Middle,Lao-Tai
000103005342,Urban,Central,Middle,Lao-Tai
000103005358,Urban,Central,Rich,Lao-Tai
000103005374,Urban,Central,Poor,Lao-Tai
000103005390,Urban,Central,Middle,Lao-Tai
000103017007,Urban,Central,Poor,Lao-Tai
000103017025,Urban,Central,Middle,Lao-Tai
000103017034,Urban,Central,Poor,Lao-Tai
000103017043,Urban,Central,Middle,Lao-Tai
000103017052,Urban,Central,Rich,Lao-Tai
000103017061,Urban,Central,Middle,Lao-Tai
000103017070,Urban,Central,Poor,Lao-Tai
000103017079,Urban,Central,Richest,Lao-Tai
000103017088,Urban,Central,Middle,Lao-Tai
000103017097,Urban,Central,Poor,Lao-Tai
000103017106,Urban,Central,Rich,Lao-Tai
000103017115,Urban,Central,Poor,Lao-Tai
000103017126,Urban,Central,Poor,Lao-Tai
000103017133,Urban,Central,Middle,Lao-Tai
000103017142,Urban,Central,Middle,Lao-Tai
000103017151,Urban,Central,Middle,Lao-Tai
000103017160,Urban,Central,Poor,Lao-Tai
000103017169,Urban,Central,Middle,Lao-Tai
000103017178,Urban,Central,Middle,Lao-Tai
000103017187,Urban,Central,Richest,Lao-Tai
000103017196,Urban,Central,Middle,Lao-Tai
000103017205,Urban,Central,Poor,Lao-Tai
000103017214,Urban,Central,Middle,Lao-Tai
000103017223,Urban,Central,Middle,Lao-Tai
000103033005,Rural,Central,Poor,Lao-Tai
000103033017,Rural,Central,Poor,Lao-Tai
000103033029,Rural,Central,Middle,Lao-Tai
000103033041,Rural,Central,Rich,Lao-Tai
000103033053,Rural,Central,Poor,Lao-Tai
000103033065,Rural,Central,Middle,Lao-Tai
000103033077,Rural,Central,Poor,Lao-Tai
000103033089,Rural,Central,Rich,Lao-Tai
000103033101,Rural,Central,Middle,Lao-Tai
000103033113,Rural,Central,Middle,Lao-Tai
000103033125,Rural,Central,Poor,Lao-Tai
000103033137,Rural,Central,Middle,Lao-Tai
000103033149,Rural,Central,Middle,Lao-Tai
000103033161,Rural,Central,Middle,Lao-Tai
000103033173,Rural,Central,Poor,Lao-Tai
000103033185,Rural,Central,Middle,Lao-Tai
000103033197,Rural,Central,Middle,Lao-Tai
000103033209,Rural,Central,Poor,Lao-Tai
000103033221,Rural,Central,Poor,Lao-Tai
000103033233,Rural,Central,Poor,Lao-Tai
000103033245,Rural,Central,Poor,Lao-Tai
000103033257,Rural,Central,Middle,Lao-Tai
000103033269,Rural,Central,Poor,Lao-Tai
000103033281,Rural,Central,Middle,Lao-Tai
000103033293,Rural,Central,Rich,Lao-Tai
000104005001,Urban,Central,Poor,Lao-Tai
000104005015,Urban,Central,Middle,Lao-Tai
000104005029,Urban,Central,Middle,Lao-Tai
000104005043,Urban,Central,Rich,Lao-Tai
000104005057,Urban,Central,Middle,Lao-Tai
000104005071,Urban,Central,Rich,"Other, DK, Missing"
000104005085,Urban,Central,Poor,Lao-Tai
000104005099,Urban,Central,Poor,Lao-Tai
000104005113,Urban,Central,Rich,Lao-Tai
000104005127,Urban,Central,Middle,"Other, DK, Missing"
000104005141,Urban,Central,Richest,Lao-Tai
000104005155,Urban,Central,Middle,Lao-Tai
000104005183,Urban,Central,Rich,Lao-Tai
000104005197,Urban,Central,Rich,Lao-Tai
000104005211,Urban,Central,Richest,Lao-Tai
000104005225,Urban,Central,Poor,Lao-Tai
000104005239,Urban,Central,Rich,Lao-Tai
000104005253,Urban,Central,Rich,Lao-Tai
000104005267,Urban,Central,Rich,Lao-Tai
000104005281,Urban,Central,Rich,Lao-Tai
000104005295,Urban,Central,Poor,Lao-Tai
000104005309,Urban,Central,Rich,"Other, DK, Missing"
000104005323,Urban,Central,Rich,Lao-Tai
000104005337,Urban,Central,Rich,Lao-Tai
000104021014,Urban,Central,Poor,Lao-Tai
000104021029,Urban,Central,Rich,Lao-Tai
000104021044,Urban,Central,Middle,Lao-Tai
000104021059,Urban,Central,Poor,Lao-Tai
000104021074,Urban,Central,Rich,Lao-Tai
000104021089,Urban,Central,Middle,Lao-Tai
000104021104,Urban,Central,Middle,Lao-Tai
000104021119,Urban,Central,Rich,Lao-Tai
000104021134,Urban,Central,Rich,Lao-Tai
000104021149,Urban,Central,Middle,Lao-Tai
000104021164,Urban,Central,Rich,Lao-Tai
000104021179,Urban,Central,Rich,Lao-Tai
000104021194,Urban,Central,Rich,Lao-Tai
000104021209,Urban,Central,Rich,Lao-Tai
000104021224,Urban,Central,Rich,Lao-Tai
000104021254,Urban,Central,Poor,Lao-Tai
000104021269,Urban,Central,Poor,Lao-Tai
000104021284,Urban,Central,Middle,Lao-Tai
000104021299,Urban,Central,Middle,Lao-Tai
000104021312,Urban,Central,Rich,Lao-Tai
000104021329,Urban,Central,Rich,Lao-Tai
000104021359,Urban,Central,Rich,Lao-Tai
000104021374,Urban,Central,Poor,Lao-Tai
000104039001,Urban,Central,Poor,Lao-Tai
000104039005,Urban,Central,Middle,Lao-Tai
000104039009,Urban,Central,Middle,Lao-Tai
000104039013,Urban,Central,Middle,Lao-Tai
000104039017,Urban,Central,Poor,Lao-Tai
000104039021,Urban,Central,Middle,Lao-Tai
000104039025,Urban,Central,Rich,Lao-Tai
000104039029,Urban,Central,Middle,Lao-Tai
000104039033,Urban,Central,Middle,Lao-Tai
000104039037,Urban,Central,Poorest,Lao-Tai
000104039041,Urban,Central,Rich,Lao-Tai
000104039045,Urban,Central,Middle,Lao-Tai
000104039049,Urban,Central,Rich,Lao-Tai
000104039053,Urban,Central,Rich,Lao-Tai
000104039057,Urban,Central,Rich,Lao-Tai
000104039061,Urban,Central,Rich,Lao-Tai
000104039065,Urban,Central,Rich,Lao-Tai
000104039069,Urban,Central,Poor,Lao-Tai
000104039073,Urban,Central,Middle,Lao-Tai
000104039077,Urban,Central,Middle,Lao-Tai
000104039081,Urban,Central,Rich,Lao-Tai
000104039085,Urban,Central,Rich,Lao-Tai
000104039089,Urban,Central,Richest,Lao-Tai
000104039093,Urban,Central,Middle,Lao-Tai
000104039097,Urban,Central,Richest,Lao-Tai
000105027008,Urban,Central,Richest,Lao-Tai
000105027018,Urban,Central,Middle,Lao-Tai
000105027028,Urban,Central,Middle,Lao-Tai
000105027038,Urban,Central,Rich,Lao-Tai
000105027048,Urban,Central,Richest,Lao-Tai
000105027058,Urban,Central,Rich,Lao-Tai
000105027068,Urban,Central,Richest,Lao-Tai
000105027078,Urban,Central,Poorest,Lao-Tai
000105027088,Urban,Central,Poor,Lao-Tai
000105027098,Urban,Central,Middle,Lao-Tai
000105027108,Urban,Central,Rich,Lao-Tai
000105027118,Urban,Central,Middle,Lao-Tai
000105027128,Urban,Central,Middle,Lao-Tai
000105027138,Urban,Central,Richest,Lao-Tai
000105027148,Urban,Central,Richest,Lao-Tai
000105027158,Urban,Central,Richest,Lao-Tai
000105027168,Urban,Central,Poorest,Lao-Tai
000105027178,Urban,Central,Rich,Lao-Tai
000105027188,Urban,Central,Rich,Lao-Tai
000105027198,Urban,Central,Rich,Lao-Tai
000105027208,Urban,Central,Poor,Lao-Tai
000105027218,Urban,Central,Rich,Lao-Tai
000105027228,Urban,Central,Middle,Lao-Tai
000105027238,Urban,Central,Richest,Lao-Tai
000105027248,Urban,Central,Middle,Lao-Tai
000106002003,Rural,Central,Middle,Lao-Tai
000106002016,Rural,Central,Richest,Lao-Tai
000106002029,Rural,Central,Middle,Lao-Tai
000106002042,Rural,Central,Rich,Lao-Tai
000106002055,Rural,Central,Middle,Lao-Tai
000106002068,Rural,Central,Richest,Lao-Tai
000106002081,Rural,Central,Richest,Lao-Tai
000106002094,Rural,Central,Rich,Lao-Tai
000106002107,Rural,Central,Richest,Lao-Tai
000106002120,Rural,Central,Richest,Lao-Tai
000106002133,Rural,Central,Poorest,Lao-Tai
000106002146,Rural,Central,Middle,Lao-Tai
000106002159,Rural,Central,Poor,Lao-Tai
000106002172,Rural,Central,Rich,Lao-Tai
000106002185,Rural,Central,Poorest,Lao-Tai
000106002198,Rural,Central,Rich,Lao-Tai
000106002224,Rural,Central,Poor,Lao-Tai
000106002231,Rural,Central,Poorest,Lao-Tai
000106002237,Rural,Central,Rich,Lao-Tai
000106002250,Rural,Central,Poor,Lao-Tai
000106002263,Rural,Central,Rich,Lao-Tai
000106002276,Rural,Central,Middle,Lao-Tai
000106002289,Rural,Central,Rich,Lao-Tai
000106002302,Rural,Central,Rich,Lao-Tai
000106002315,Rural,Central,Richest,Lao-Tai
000106022001,Urban,Central,Middle,Lao-Tai
000106022018,Urban,Central,Middle,Lao-Tai
000106022035,Urban,Central,Rich,Lao-Tai
000106022052,Urban,Central,Middle,Lao-Tai
000106022066,Urban,Central,Rich,Lao-Tai
000106022069,Urban,Central,Middle,Lao-Tai
000106022086,Urban,Central,Rich,Lao-Tai
000106022120,Urban,Central,Rich,Lao-Tai
000106022137,Urban,Central,Rich,Lao-Tai
000106022171,Urban,Central,Middle,Lao-Tai
000106022188,Urban,Central,Poor,Mon-Khmer
000106022205,Urban,Central,Rich,Lao-Tai
000106022222,Urban,Central,Richest,Lao-Tai
000106022239,Urban,Central,Middle,Lao-Tai
000106022256,Urban,Central,Middle,Lao-Tai
000106022273,Urban,Central,Poor,Lao-Tai
000106022274,Urban,Central,Rich,Lao-Tai
000106022290,Urban,Central,Rich,Lao-Tai
000106022307,Urban,Central,Poor,Lao-Tai
000106022324,Urban,Central,Middle,Lao-Tai
000106022341,Urban,Central,Middle,Lao-Tai
000106022372,Urban,Central,Poor,Lao-Tai
000106022375,Urban,Central,Middle,Lao-Tai
000106022409,Urban,Central,Rich,Lao-Tai
000106037003,Urban,Central,Rich,Lao-Tai
000106037009,Urban,Central,Rich,Lao-Tai
000106037016,Urban,Central,Richest,Lao-Tai
000106037022,Urban,Central,Rich,Lao-Tai
000106037028,Urban,Central,Middle,Lao-Tai
000106037034,Urban,Central,Rich,Lao-Tai
000106037039,Urban,Central,Middle,Lao-Tai
000106037046,Urban,Central,Rich,Lao-Tai
000106037052,Urban,Central,Middle,Lao-Tai
000106037058,Urban,Central,Rich,Lao-Tai
000106037064,Urban,Central,Poor,Lao-Tai
000106037070,Urban,Central,Rich,Lao-Tai
000106037076,Urban,Central,Rich,Lao-Tai
000106037081,Urban,Central,Rich,Lao-Tai
000106037087,Urban,Central,Richest,Lao-Tai
000106037093,Urban,Central,Poor,Lao-Tai
000106037099,Urban,Central,Rich,Chinese-Tibetan
000106037105,Urban,Central,Middle,Lao-Tai
000106037111,Urban,Central,Middle,Lao-Tai
000106037117,Urban,Central,Poor,Lao-Tai
000106037123,Urban,Central,Middle,Lao-Tai
000106037129,Urban,Central,Richest,Lao-Tai
000106037135,Urban,Central,Poor,Lao-Tai
000106037141,Urban,Central,Poor,Lao-Tai
000106037147,Urban,Central,Poor,Lao-Tai
000106066003,Urban,Central,Richest,Lao-Tai
000106066006,Urban,Central,Rich,Lao-Tai
000106066009,Urban,Central,Richest,Lao-Tai
000106066012,Urban,Central,Middle,Lao-Tai
000106066015,Urban,Central,Richest,Lao-Tai
000106066018,Urban,Central,Richest,Lao-Tai
000106066021,Urban,Central,Richest,Lao-Tai
000106066024,Urban,Central,Poorest,Lao-Tai
000106066027,Urban,Central,Poor,Lao-Tai
000106066030,Urban,Central,Rich,Lao-Tai
000106066033,Urban,Central,Richest,Lao-Tai
000106066036,Urban,Central,Middle,Lao-Tai
000106066039,Urban,Central,Middle,Lao-Tai
000106066042,Urban,Central,Rich,Lao-Tai
000106066045,Urban,Central,Richest,Lao-Tai
000106066048,Urban,Central,Middle,Lao-Tai
000106066051,Urban,Central,Rich,Lao-Tai
000106066054,Urban,Central,Rich,Lao-Tai
000106066057,Urban,Central,Richest,Lao-Tai
000106066060,Urban,Central,Middle,Lao-Tai
000106066063,Urban,Central,Rich,Lao-Tai
000106066066,Urban,Central,Richest,Lao-Tai
000106066069,Urban,Central,Middle,Lao-Tai
000106066072,Urban,Central,Rich,Lao-Tai
000106066075,Urban,Central,Richest,Lao-Tai
000106099007,Rural,Central,Poor,Lao-Tai
000106099021,Rural,Central,Poor,Lao-Tai
000106099035,Rural,Central,Rich,Lao-Tai
000106099049,Rural,Central,Middle,Lao-Tai
000106099063,Rural,Central,Middle,Lao-Tai
000106099077,Rural,Central,Middle,Lao-Tai
000106099091,Rural,Central,Richest,Lao-Tai
000106099105,Rural,Central,Poor,Lao-Tai
000106099133,Rural,Central,Middle,Lao-Tai
000106099135,Rural,Central,Richest,Lao-Tai
000106099147,Rural,Central,Richest,Lao-Tai
000106099161,Rural,Central,Richest,Lao-Tai
000106099175,Rural,Central,Middle,Lao-Tai
000106099189,Rural,Central,Richest,Lao-Tai
000106099203,Rural,Central,Poor,Lao-Tai
000106099217,Rural,Central,Richest,Lao-Tai
000106099229,Rural,Central,Richest,Lao-Tai
000106099231,Rural,Central,Rich,Lao-Tai
000106099245,Rural,Central,Middle,Lao-Tai
000106099259,Rural,Central,Middle,Lao-Tai
000106099287,Rural,Central,Poor,Lao-Tai
000106099293,Rural,Central,Rich,Lao-Tai
000106099315,Rural,Central,Middle,Lao-Tai
000106099343,Rural,Central,Poor,Lao-Tai
000107023003,Urban,Central,Rich,Lao-Tai
000107023009,Urban,Central,Rich,Lao-Tai
000107023015,Urban,Central,Richest,Lao-Tai
000107023021,Urban,Central,Poor,Lao-Tai
000107023027,Urban,Central,Rich,Lao-Tai
000107023033,Urban,Central,Rich,Lao-Tai
000107023039,Urban,Central,Middle,Lao-Tai
000107023045,Urban,Central,Rich,Lao-Tai
000107023051,Urban,Central,Middle,Lao-Tai
000107023057,Urban,Central,Middle,Lao-Tai
000107023063,Urban,Central,Rich,Lao-Tai
000107023069,Urban,Central,Rich,Lao-Tai
000107023075,Urban,Central,Rich,Lao-Tai
000107023081,Urban,Central,Rich,Lao-Tai
000107023087,Urban,Central,Rich,Lao-Tai
000107023093,Urban,Central,Rich,Lao-Tai
000107023099,Urban,Central,Rich,Lao-Tai
000107023105,Urban,Central,Middle,Lao-Tai
000107023111,Urban,Central,Richest,Lao-Tai
000107023117,Urban,Central,Rich,Lao-Tai
000107023123,Urban,Central,Poor,Lao-Tai
000107023129,Urban,Central,Rich,Lao-Tai
000107023135,Urban,Central,Rich,Lao-Tai
000107023141,Urban,Central,Richest,Lao-Tai
000107023147,Urban,Central,Poorest,Lao-Tai
000107036001,Rural,Central,Poor,Lao-Tai
000107036008,Rural,Central,Middle,Lao-Tai
000107036009,Rural,Central,Poor,Lao-Tai
000107036015,Rural,Central,Middle,Lao-Tai
000107036022,Rural,Central,Rich,Lao-Tai
000107036029,Rural,Central,Middle,Lao-Tai
000107036036,Rural,Central,Rich,Lao-Tai
000107036043,Rural,Central,Middle,Lao-Tai
000107036050,Rural,Central,Poor,Lao-Tai
000107036057,Rural,Central,Middle,Lao-Tai
000107036064,Rural,Central,Poor,Lao-Tai
000107036071,Rural,Central,Middle,Lao-Tai
000107036078,Rural,Central,Middle,Lao-Tai
000107036085,Rural,Central,Poor,Lao-Tai
000107036092,Rural,Central,Rich,Lao-Tai
000107036106,Rural,Central,Richest,Lao-Tai
000107036113,Rural,Central,Richest,Lao-Tai
000107036120,Rural,Central,Poor,Lao-Tai
000107036127,Rural,Central,Poor,Lao-Tai
000107036134,Rural,Central,Middle,Lao-Tai
000107036141,Rural,Central,Richest,Lao-Tai
000107036148,Rural,Central,Richest,Lao-Tai
000107036155,Rural,Central,Poor,Lao-Tai
000107036162,Rural,Central,Middle,Lao-Tai
000107036169,Rural,Central,Rich,Lao-Tai
000107057002,Urban,Central,Rich,Lao-Tai
000107057009,Urban,Central,Middle,Lao-Tai
000107057016,Urban,Central,Richest,Lao-Tai
000107057023,Urban,Central,Rich,Lao-Tai
000107057030,Urban,Central,Richest,Lao-Tai
000107057037,Urban,Central,Richest,Lao-Tai
000107057044,Urban,Central,Richest,Lao-Tai
000107057051,Urban,Central,Richest,Lao-Tai
000107057058,Urban,Central,Middle,Lao-Tai
000107057065,Urban,Central,Richest,Lao-Tai
000107057072,Urban,Central,Rich,Lao-Tai
000107057079,Urban,Central,Richest,Lao-Tai
000107057086,Urban,Central,Middle,Lao-Tai
000107057093,Urban,Central,Richest,Lao-Tai
000107057100,Urban,Central,Richest,Lao-Tai
000107057107,Urban,Central,Richest,Lao-Tai
000107057114,Urban,Central,Rich,Lao-Tai
000107057121,Urban,Central,Rich,Lao-Tai
000107057128,Urban,Central,Richest,Lao-Tai
000107057135,Urban,Central,Rich,Lao-Tai
000107057142,Urban,Central,Rich,Lao-Tai
000107057149,Urban,Central,Richest,Lao-Tai
000107057156,Urban,Central,Richest,Lao-Tai
000107057163,Urban,Central,Middle,Lao-Tai
000107057170,Urban,Central,Richest,Lao-Tai
000109006001,Rural,Central,Richest,Lao-Tai
000109006007,Rural,Central,Poor,Lao-Tai
000109006013,Rural,Central,Poor,Lao-Tai
000109006019,Rural,Central,Richest,Lao-Tai
000109006025,Rural,Central,Richest,Lao-Tai
000109006031,Rural,Central,Poor,Lao-Tai
000109006037,Rural,Central,Middle,Lao-Tai
000109006043,Rural,Central,Poor,Lao-Tai
000109006049,Rural,Central,Richest,Lao-Tai
000109006055,Rural,Central,Middle,Lao-Tai
000109006061,Rural,Central,Middle,Lao-Tai
000109006067,Rural,Central,Middle,Lao-Tai
000109006073,Rural,Central,Rich,Lao-Tai
000109006079,Rural,Central,Poor,Lao-Tai
000109006085,Rural,Central,Poor,Lao-Tai
000109006091,Rural,Central,Rich,Lao-Tai
000109006097,Rural,Central,Middle,Lao-Tai
000109006103,Rural,Central,Rich,Lao-Tai
000109006109,Rural,Central,Middle,Lao-Tai
000109006115,Rural,Central,Rich,Lao-Tai
000109006121,Rural,Central,Poor,Lao-Tai
000109006127,Rural,Central,Richest,Lao-Tai
000109006133,Rural,Central,Rich,Lao-Tai
000109006139,Rural,Central,Poor,Lao-Tai
000109006145,Rural,Central,Poorest,Lao-Tai
000109042001,Urban,Central,Middle,Lao-Tai
000109042003,Urban,Central,Richest,Lao-Tai
000109042005,Urban,Central,Richest,Lao-Tai
000109042007,Urban,Central,Middle,Lao-Tai
000109042009,Urban,Central,Middle,Lao-Tai
000109042011,Urban,Central,Richest,Lao-Tai
000109042013,Urban,Central,Middle,Lao-Tai
000109042015,Urban,Central,Richest,Lao-Tai
000109042017,Urban,Central,Middle,Lao-Tai
000109042019,Urban,Central,Richest,Lao-Tai
000109042021,Urban,Central,Richest,Lao-Tai
000109042023,Urban,Central,Rich,Lao-Tai
000109042025,Urban,Central,Richest,Lao-Tai
000109042027,Urban,Central,Richest,Lao-Tai
000109042029,Urban,Central,Richest,Lao-Tai
000109042031,Urban,Central,Rich,Lao-Tai
000109042033,Urban,Central,Middle,Lao-Tai
000109042035,Urban,Central,Rich,Lao-Tai
000109042037,Urban,Central,Richest,Lao-Tai
000109042039,Urban,Central,Rich,Lao-Tai
000109042041,Urban,Central,Middle,Lao-Tai
000109042043,Urban,Central,Middle,Lao-Tai
000109042045,Urban,Central,Rich,Lao-Tai
000109042047,Urban,Central,Richest,Lao-Tai
000109042049,Urban,Central,Richest,Lao-Tai
000201014001,Rural,North,Poorest,Chinese-Tibetan
000201014002,Rural,North,Poor,Chinese-Tibetan
000201014003,Rural,North,Middle,Chinese-Tibetan
000201014004,Rural,North,Middle,Mon-Khmer
000201014005,Rural,North,Rich,Chinese-Tibetan
000201014006,Rural,North,Poor,Chinese-Tibetan
000201014007,Rural,North,Middle,Chinese-Tibetan
000201014008,Rural,North,Rich,Chinese-Tibetan
000201014009,Rural,North,Poor,Chinese-Tibetan
000201014010,Rural,North,Rich,Chinese-Tibetan
000201014011,Rural,North,Poor,Chinese-Tibetan
000201014012,Rural,North,Rich,Chinese-Tibetan
000201014013,Rural,North,Poor,Chinese-Tibetan
000201014014,Rural,North,Poorest,Chinese-Tibetan
000201014015,Rural,North,Poorest,Chinese-Tibetan
